date,StartStation Name,cnt
30/12/2020,"Howland Street, Fitzrovia",16
30/12/2020,"Humbolt Road, Fulham",16
30/12/2020,"Irene Road, Parsons Green",16
30/12/2020,"Jewry Street, Aldgate",16
30/12/2020,"Kennington Oval, Oval",16
30/12/2020,"Monier Road, Hackney Wick",16
30/12/2020,"Montserrat Road , Putney",16
30/12/2020,"North Audley Street, Mayfair",16
30/12/2020,"Ormonde Gate, Chelsea",16
30/12/2020,"Plough Terrace, Clapham Junction",16
30/12/2020,"St John's Crescent, Brixton",16
30/12/2020,"St. John's Wood Church, The Regent's Park",16
30/12/2020,"St. John's Wood Road, St. John's Wood",16
30/12/2020,"The Guildhall, Guildhall",16
30/12/2020,"Union Grove, Wandsworth Road",16
30/12/2020,"Vauxhall Street, Vauxhall",16
30/12/2020,"Vauxhall Walk, Vauxhall",16
30/12/2020,"West Kensington Station, West Kensington",16
30/12/2020,"York Way, Kings Cross",16
30/12/2020,"Aberdeen Place, St. John's Wood",15
30/12/2020,"Aberfeldy Street, Poplar",15
30/12/2020,"Aston Street, Stepney",15
30/12/2020,"Aylward Street, Stepney",15
30/12/2020,"Barbican Centre, Barbican",15
30/12/2020,"Blackfriars Road, Southwark",15
30/12/2020,"Borough Road, Elephant & Castle",15
30/12/2020,"Christian Street, Whitechapel",15
30/12/2020,"Devons Road, Bow",15
30/12/2020,"Falcon Road, Clapham Junction",15
30/12/2020,"Finnis Street, Bethnal Green",15
30/12/2020,"Gloucester Road (North), Kensington",15
30/12/2020,"Hewison Street, Old Ford",15
30/12/2020,"Hoxton Street, Hoxton",15
30/12/2020,"Lambeth North Station, Waterloo",15
30/12/2020,"Lightermans Road, Millwall",15
30/12/2020,"Lindfield Street, Poplar",15
30/12/2020,"New Fetter Lane, Holborn",15
30/12/2020,"Old Brompton Road, South Kensington",15
30/12/2020,"Orbel Street, Battersea",15
30/12/2020,"Pont Street, Knightsbridge",15
30/12/2020,"Ranelagh Gardens, Fulham",15
30/12/2020,"Red Lion Square, Holborn",15
30/12/2020,"Southwick Street, Paddington",15
30/12/2020,"St. Martin's Street, West End",15
30/12/2020,"Stebondale Street, Cubitt Town",15
30/12/2020,"Vicarage Gate, Kensington",15
30/12/2020,"Wren Street, Holborn",15
30/12/2020,"Bancroft Road, Bethnal Green",14
30/12/2020,"Beaumont Street, Marylebone",14
30/12/2020,"Carnegie Street, King's Cross",14
30/12/2020,"Cartwright Gardens , Bloomsbury",14
30/12/2020,"Cephas Street, Bethnal Green",14
30/12/2020,"Charing Cross Hospital, Hammersmith",14
30/12/2020,"Crosswall, Tower",14
30/12/2020,"Dickens Square, Borough",14
30/12/2020,"Felsham Road, Putney",14
30/12/2020,"Garnet Street, Shadwell",14
30/12/2020,"Gaywood  Street, Elephant & Castle",14
30/12/2020,"Great Percy Street, Clerkenwell",14
30/12/2020,"Hansard Mews, Holland Park",14
30/12/2020,"Heath Road, Battersea",14
30/12/2020,"Holland Park, Kensington",14
30/12/2020,"Horseferry Road, Westminster",14
30/12/2020,"Jubilee Street, Stepney",14
30/12/2020,"Longford Street, The Regent's Park",14
30/12/2020,"Manresa Road, Chelsea",14
30/12/2020,"New Kent Road, The Borough",14
30/12/2020,"North Wharf Road, Paddington",14
30/12/2020,"Northington Street , Holborn",14
30/12/2020,"Park Lane, Mayfair",14
30/12/2020,"Parsons Green Station, Parsons Green",14
30/12/2020,"Pitfield Street North,Hoxton",14
30/12/2020,"Putney Pier, Wandsworth",14
30/12/2020,"Rectory Square, Stepney",14
30/12/2020,"River Street , Clerkenwell",14
30/12/2020,"Sail Street, Vauxhall",14
30/12/2020,"Sancroft Street, Vauxhall",14
30/12/2020,"Shepherd's Bush Road North, Shepherd's Bush",14
30/12/2020,"South Park, Sands End",14
30/12/2020,"Southwark Station 2, Southwark",14
30/12/2020,"St. John's Road, Clapham Junction",14
30/12/2020,"Trebovir Road, Earl's Court",14
30/12/2020,"Wandsworth Town Station, Wandsworth",14
30/12/2020,"Wright's Lane, Kensington",14
30/12/2020,"Abbey Orchard Street, Westminster",13
30/12/2020,"Ackroyd Drive, Bow",13
30/12/2020,"Albert Square, Stockwell",13
30/12/2020,"Antill Road, Mile End",13
30/12/2020,"Bank of England Museum, Bank",13
30/12/2020,"Belgrave Square, Belgravia",13
30/12/2020,"Bow Road Station, Bow",13
30/12/2020,"Broadwick Street, Soho",13
30/12/2020,"Campden Hill Road, Notting Hill",13
30/12/2020,"Canada Water Station, Rotherhithe",13
30/12/2020,"Chadwell Street, Angel",13
30/12/2020,"Charlotte Terrace, Angel",13
30/12/2020,"Cleaver Street, Kennington",13
30/12/2020,"Crabtree Lane, Fulham",13
30/12/2020,"Cromer Street, Bloomsbury",13
30/12/2020,"Farm Street, Mayfair",13
30/12/2020,"Grafton Street, Mayfair",13
30/12/2020,"Hurlingham Park, Parsons Green",13
30/12/2020,"LSBU (Borough Road), Elephant & Castle",13
30/12/2020,"Lancaster Drive, Blackwall",13
30/12/2020,"Little Brook Green, Brook Green",13
30/12/2020,"Lower Thames Street, Monument",13
30/12/2020,"Millennium Hotel, Mayfair",13
30/12/2020,"Mostyn Grove, Bow",13
30/12/2020,"Museum of London, Barbican",13
30/12/2020,"New Inn Yard, Shoreditch",13
30/12/2020,"Newton Street, Covent Garden",13
30/12/2020,"Palissy Street, Shoreditch",13
30/12/2020,"Queen's Gate (Central), South Kensington",13
30/12/2020,"Queensbridge Road, Haggerston",13
30/12/2020,"Rossmore Road, Marylebone",13
30/12/2020,"Selby Street, Whitechapel",13
30/12/2020,"Southwark Station 1, Southwark",13
30/12/2020,"Tyers Gate, Bermondsey",13
30/12/2020,"Waterloo Place, St. James's",13
30/12/2020,"Wendon Street, Old Ford",13
30/12/2020,"Westfield Southern Terrace ,Shepherd's Bush",13
30/12/2020,"Abingdon Villas, Kensington",12
30/12/2020,"Bury Place, Holborn",12
30/12/2020,"Christopher Street, Liverpool Street",12
30/12/2020,"Clapham Road, Lingham Street, Stockwell",12
30/12/2020,"Clarendon Road, Avondale",12
30/12/2020,"Collingham Gardens, Earl's Court",12
30/12/2020,"Cotton Garden Estate, Kennington",12
30/12/2020,"Embankment (Savoy), Strand",12
30/12/2020,"Fanshaw Street, Hoxton",12
30/12/2020,"Great Dover Street, The Borough",12
30/12/2020,"Hibbert Street, Battersea",12
30/12/2020,"High Holborn , Covent Garden",12
30/12/2020,"King Edward Street, St Pauls",12
30/12/2020,"Langdon Park, Poplar",12
30/12/2020,"Merchant Street, Bow",12
30/12/2020,"Notting Hill Gate Station, Notting Hill",12
30/12/2020,"Pitfield Street Central, Hoxton",12
30/12/2020,"Queen Victoria Street, St. Paul's",12
30/12/2020,"Rathbone Street, Fitzrovia",12
30/12/2020,"Reardon Street, Wapping",12
30/12/2020,"Rochester Row, Westminster",12
30/12/2020,"Shouldham Street, Marylebone",12
30/12/2020,"South Parade, Chelsea",12
30/12/2020,"Upcerne Road, West Chelsea",12
30/12/2020,"Alpha Grove, Millwall",11
30/12/2020,"Arundel Street, Temple",11
30/12/2020,"Ashley Place, Victoria",11
30/12/2020,"Bell Street , Marylebone",11
30/12/2020,"Broadley Terrace, Marylebone",11
30/12/2020,"Cadogan Place, Knightsbridge",11
30/12/2020,"Denyer Street, Knightsbridge",11
30/12/2020,"Eaton Square, Belgravia",11
30/12/2020,"Ford Road, Old Ford",11
30/12/2020,"Holden Street, Battersea",11
30/12/2020,"Houndsditch, Aldgate",11
30/12/2020,"Leonard Circus , Shoreditch",11
30/12/2020,"New North Road 2, Hoxton",11
30/12/2020,"New Spring Gardens Walk, Vauxhall",11
30/12/2020,"Pancras Road, King's Cross",11
30/12/2020,"Penfold Street, Marylebone",11
30/12/2020,"Peterborough Road, Sands End",11
30/12/2020,"Rifle Place, Avondale",11
30/12/2020,"Smith Square, Westminster",11
30/12/2020,"Smugglers Way, Wandsworth",11
30/12/2020,"South Audley Street, Mayfair",11
30/12/2020,"Spanish Road, Clapham Junction",11
30/12/2020,"Stainsby Road , Poplar",11
30/12/2020,"Stewart's Road, Wandsworth Road",11
30/12/2020,"Sugden Road, Clapham",11
30/12/2020,"Waterloo Road, South Bank",11
30/12/2020,"Addison Road, Holland Park",10
30/12/2020,"Bankside Mix, Bankside",10
30/12/2020,"Barons Court Station, West Kensington",10
30/12/2020,"Belgrave Road, Victoria",10
30/12/2020,"Boston Place, Marylebone",10
30/12/2020,"Brook Green South, Brook Green",10
30/12/2020,"Canton Street, Poplar",10
30/12/2020,"Charlotte Street, Fitzrovia",10
30/12/2020,"City Road, Angel",10
30/12/2020,"Coram Street, Bloomsbury",10
30/12/2020,"Courland Grove, Wandsworth Road",10
30/12/2020,"Devonshire Square, Liverpool Street",10
30/12/2020,"Everington Street, Fulham",10
30/12/2020,"Farringdon Lane, Clerkenwell",10
30/12/2020,"Fashion Street, Whitechapel",10
30/12/2020,"Geraldine Street, Elephant & Castle",10
30/12/2020,"Houghton Street, Strand",10
30/12/2020,"Hoxton Station, Hoxton",10
30/12/2020,"Imperial Road, Sands End",10
30/12/2020,"Ladbroke Grove Central, Ladbroke Grove",10
30/12/2020,"Limburg Road, Clapham Junction",10
30/12/2020,"Michael Road, Walham Green",10
30/12/2020,"Prince Consort Road, Knightsbridge",10
30/12/2020,"Rainville Road, Hammersmith",10
30/12/2020,"Risinghill Street, Angel",10
30/12/2020,"Royal Avenue 1, Chelsea",10
30/12/2020,"St. John Street, Finsbury",10
30/12/2020,"Torrens Street, Angel",10
30/12/2020,"Upper Richmond Road, Putney",10
30/12/2020,"Westminster University, Marylebone",10
30/12/2020,"All Saints' Road, Portobello",9
30/12/2020,"Baker Street, Marylebone",9
30/12/2020,"Birkenhead Street, King's Cross",9
30/12/2020,"Chancery Lane, Holborn",9
30/12/2020,"Clifford Street, Mayfair",9
30/12/2020,"Curzon Street, Mayfair",9
30/12/2020,"Doric Way , Somers Town",9
30/12/2020,"Eaton Square (South), Belgravia",9
30/12/2020,"Endsleigh Gardens, Euston",9
30/12/2020,"Exhibition Road Museums 2, South Kensington",9
30/12/2020,"Fawcett Close, Battersea",9
30/12/2020,"Great Suffolk Street, The Borough",9
30/12/2020,"Greenberry Street, St.John's Wood",9
30/12/2020,"Harford Street, Mile End",9
30/12/2020,"Kensington Gore, Knightsbridge",9
30/12/2020,"Killick Street, King's Cross",9
30/12/2020,"Kingsway Southbound, Strand",9
30/12/2020,"Lincoln's Inn Fields, Holborn",9
30/12/2020,"Millharbour, Millwall",9
30/12/2020,"Natural History Museum, South Kensington",9
30/12/2020,"New North Road 1, Hoxton",9
30/12/2020,"Norton Folgate, Liverpool Street",9
30/12/2020,"Oxford Road, Putney",9
30/12/2020,"Paddington Green, Paddington",9
30/12/2020,"Pindar Street, Liverpool Street",9
30/12/2020,"Preston's Road, Cubitt Town",9
30/12/2020,"Princes Square, Bayswater",9
30/12/2020,"St. John's Park, Cubitt Town",9
30/12/2020,"St. Mary Axe, Aldgate",9
30/12/2020,"York Hall, Bethnal Green",9
30/12/2020,"Abbotsbury Road, Holland Park",8
30/12/2020,"Alma Road, Wandsworth",8
30/12/2020,"Argyll Road, Kensington",8
30/12/2020,"Belford House, Haggerston",8
30/12/2020,"Beryl Road, Hammersmith",8
30/12/2020,"Bradmead, Battersea Park",8
30/12/2020,"Chelsea Green, Chelsea",8
30/12/2020,"Clarence Walk, Stockwell",8
30/12/2020,"Clifton Street, Shoreditch",8
30/12/2020,"Evesham Street, Avondale",8
30/12/2020,"Fore Street Avenue, Guildhall",8
30/12/2020,"Fore Street, Guildhall",8
30/12/2020,"Grosvenor Crescent, Belgravia",8
30/12/2020,"Hatton Garden, Holborn",8
30/12/2020,"Heron Quays DLR, Canary Wharf",8
30/12/2020,"Kennington Road  , Vauxhall",8
30/12/2020,"Kensington Town Hall, Kensington",8
30/12/2020,"Manbre Road, Hammersmith",8
30/12/2020,"Margery Street, Clerkenwell",8
30/12/2020,"Marloes Road, Kensington",8
30/12/2020,"Morie Street, Wandsworth",8
30/12/2020,"Mudchute DLR, Cubitt Town",8
30/12/2020,"Northdown Street, King's Cross",8
30/12/2020,"Scala Street, Fitzrovia",8
30/12/2020,"Sheepcote Lane, Battersea",8
30/12/2020,"St Martins Close, Camden Town",8
30/12/2020,"St. Chad's Street, King's Cross",8
30/12/2020,"Surrey Lane, Battersea",8
30/12/2020,"Walmer Road, Avondale",8
30/12/2020,"Wynne Road, Stockwell",8
30/12/2020,"Bedford Way, Bloomsbury",7
30/12/2020,"Clarkson Street, Bethnal Green",7
30/12/2020,"Cleveland Gardens, Bayswater",7
30/12/2020,"Elysium Place, Fulham",7
30/12/2020,"George Street, Marylebone",7
30/12/2020,"Grant Road East, Clapham Junction",7
30/12/2020,"Hawley Crescent, Camden Town",7
30/12/2020,"Hortensia Road, West Brompton",7
30/12/2020,"Ingrave Street, Clapham Junction",7
30/12/2020,"Kings Gate House, Westminster",7
30/12/2020,"Lansdowne Walk, Ladbroke Grove",7
30/12/2020,"Nantes Close, Wandsworth",7
30/12/2020,"Orsett Terrace, Bayswater",7
30/12/2020,"Ossulston Street, Somers Town",7
30/12/2020,"Percival Street, Finsbury",7
30/12/2020,"Stanhope Gate, Mayfair",7
30/12/2020,"Strand, Strand",7
30/12/2020,"Thorndike Close, West Chelsea",7
30/12/2020,"Thurtle road, Haggerston",7
30/12/2020,"Vincent Square, Westminster",7
30/12/2020,"Cantrell Road, Bow",6
30/12/2020,"Carey Street, Holborn",6
30/12/2020,"Clarges Street, Mayfair",6
30/12/2020,"Colombo Street, Southwark",6
30/12/2020,"Disraeli Road, Putney",6
30/12/2020,"Exhibition Road Museums 1, South Kensington",6
30/12/2020,"Farringdon Street, Holborn",6
30/12/2020,"Finsbury Square , Moorgate",6
30/12/2020,"Freston Road, Avondale",6
30/12/2020,"Hardwick Street, Clerkenwell",6
30/12/2020,"Hollybush Gardens, Bethnal Green",6
30/12/2020,"Ilchester Place, Kensington",6
30/12/2020,"Kingsway, Covent Garden",6
30/12/2020,"Malet Street, Bloomsbury",6
30/12/2020,"Mallory Street, Marylebone",6
30/12/2020,"Nutford Place, Marylebone",6
30/12/2020,"Pennington Street, Wapping",6
30/12/2020,"Queensdale Road, Shepherd's Bush",6
30/12/2020,"Spindrift Avenue, Millwall",6
30/12/2020,"Stanley Grove, Battersea",6
30/12/2020,"Store Street, Bloomsbury",6
30/12/2020,"Tallis Street, Temple",6
30/12/2020,"Tate Modern, Bankside",6
30/12/2020,"Taviton Street, Bloomsbury",6
30/12/2020,"Teviot Street, Poplar",6
30/12/2020,"Waterloo Bridge, South Bank",6
30/12/2020,"Bouverie Street, Temple",5
30/12/2020,"Breams Buildings, Holborn",5
30/12/2020,"Broomhouse Lane, Parsons Green",5
30/12/2020,"Drummond Street , Euston",5
30/12/2020,"Euston Road, Euston",5
30/12/2020,"Goswell Road (City Uni), Finsbury",5
30/12/2020,"Grenfell Road, Avondale",5
30/12/2020,"Greycoat Street , Westminster",5
30/12/2020,"Harrington Square 1, Camden Town",5
30/12/2020,"King Edward Walk, Waterloo",5
30/12/2020,"Newby Place, Poplar",5
30/12/2020,"Sardinia Street, Holborn",5
30/12/2020,"Snow Hill, Farringdon",5
30/12/2020,"Stamford Street, South Bank",5
30/12/2020,"Stonecutter Street, Holborn",5
30/12/2020,"Victory Place, Walworth",5
30/12/2020,"Worship Street, Shoreditch",5
30/12/2020,"Bishop's Bridge Road East, Bayswater",4
30/12/2020,"Butler Place, Westminster",4
30/12/2020,"Claremont Square, Angel",4
30/12/2020,"Culvert Road, Battersea",4
30/12/2020,"East Ferry Road, Cubitt Town",4
30/12/2020,"Fisherman's Walk West, Canary Wharf",4
30/12/2020,"Here East North, Queen Elizabeth Olympic Park",4
30/12/2020,"Here East South, Queen Elizabeth Olympic Park",4
30/12/2020,"Malmesbury Road, Bow",4
30/12/2020,"Mexfield Road, East Putney",4
30/12/2020,"Russell Gardens, Olympia",4
30/12/2020,"Victoria & Albert Museum, South Kensington",4
30/12/2020,"Buxton Street 1, Shoreditch",3
30/12/2020,"Esmond Street, Putney",3
30/12/2020,"Euston Square Gardens, Euston",3
30/12/2020,"Jubilee Crescent, Cubitt Town",3
30/12/2020,"Northfields, Wandsworth",3
30/12/2020,"Parkway, Camden Town",3
30/12/2020,"South Quay East, Canary Wharf",3
30/12/2020,"Colet Gardens, Hammersmith",2
30/12/2020,"Harper Road, The Borough",2
30/12/2020,"Lord's, St. John's Wood",2
30/12/2020,"Santos Road, Wandsworth",2
30/12/2020,"Sirdar Road, Avondale",2
30/12/2020,"St. Mary & St. Michael Church, Stepney",2
30/12/2020,"Wood Street, Guildhall",2
30/12/2020,"Bruton Street, Mayfair",1
30/12/2020,"Westminster Bridge Road, Elephant & Castle",1
31/12/2020,"Hyde Park Corner, Hyde Park",147
31/12/2020,"Hop Exchange, The Borough",98
31/12/2020,"Westminster Pier, Westminster",97
31/12/2020,"Wellington Arch, Hyde Park",89
31/12/2020,"Regent's Row , Haggerston ",84
31/12/2020,"Aquatic Centre, Queen Elizabeth Olympic Park",78
31/12/2020,"Tooley Street, Bermondsey",74
31/12/2020,"Jubilee Gardens, South Bank",70
31/12/2020,"Serpentine Car Park, Hyde Park",66
31/12/2020,"Duke Street Hill, London Bridge",65
31/12/2020,"Albert Gate, Hyde Park",64
31/12/2020,"South Lambeth Road, Vauxhall",61
31/12/2020,"Tower Gardens , Tower",61
31/12/2020,"Bayswater Road, Hyde Park",59
31/12/2020,"Little Argyll Street, West End",58
31/12/2020,"Black Lion Gate, Kensington Gardens",55
31/12/2020,"Storey's Gate, Westminster",55
31/12/2020,"Queen's Circus, Battersea Park",54
31/12/2020,"Battersea Power Station, Battersea Park",51
31/12/2020,"Somerset House, Strand",49
31/12/2020,"Kennington Lane Rail Bridge, Vauxhall",48
31/12/2020,"Ansell House, Stepney",47
31/12/2020,"Riverlight North, Nine Elms",47
31/12/2020,"Jubilee Plaza, Canary Wharf",46
31/12/2020,"Old Quebec Street, Marylebone",46
31/12/2020,"Driffield Road, Old Ford",45
31/12/2020,"Flamborough Street, Limehouse",45
31/12/2020,"Royal London Hospital, Whitechapel",45
31/12/2020,"Cheapside, Bank",43
31/12/2020,"Northumberland Avenue, Strand",43
31/12/2020,"Palace Gate, Kensington Gardens",43
31/12/2020,"Triangle Car Park, Hyde Park",43
31/12/2020,"Bermondsey Street, Bermondsey",42
31/12/2020,"Ethelburga Estate, Battersea Park",42
31/12/2020,"Haggerston Road, Haggerston",42
31/12/2020,"Islington Green, Angel",42
31/12/2020,"Warren Street Station, Euston",42
31/12/2020,"Bow Church Station, Bow",41
31/12/2020,"Bricklayers Arms, Borough",41
31/12/2020,"Nesham Street, Wapping",41
31/12/2020,"Prince of Wales Drive, Battersea Park",41
31/12/2020,"Queen's Gate, Kensington Gardens",41
31/12/2020,"Albert Bridge Road, Battersea Park",40
31/12/2020,"Brushfield Street, Liverpool Street",40
31/12/2020,"Cleveland Way, Stepney",40
31/12/2020,"Eagle Wharf Road, Hoxton",40
31/12/2020,"Limerston Street, West Chelsea",40
31/12/2020,"Panton Street, West End",40
31/12/2020,"Prince Albert Road, The Regent's Park",40
31/12/2020,"Bridge Avenue, Hammersmith",39
31/12/2020,"Cadogan Close, Victoria Park",39
31/12/2020,"De Vere Gardens, Kensington",39
31/12/2020,"Vereker Road, West Kensington",39
31/12/2020,"Temple Gardens, Temple",38
31/12/2020,"Walnut Tree Walk, Vauxhall",38
31/12/2020,"Bonner Gate, Victoria Park",37
31/12/2020,"Braham Street, Aldgate",37
31/12/2020,"Curlew Street, Shad Thames",37
31/12/2020,"Richmond Way, Shepherd's Bush",37
31/12/2020,"Bethnal Green Road, Shoreditch",36
31/12/2020,"Cranmer Road, Stockwell",36
31/12/2020,"George Row, Bermondsey",36
31/12/2020,"Great Marlborough Street, Soho",36
31/12/2020,"Oval Way, Vauxhall",36
31/12/2020,"Strata, Elephant & Castle",36
31/12/2020,"Belgrove Street , King's Cross",35
31/12/2020,"Flood Street, Chelsea",35
31/12/2020,"Fulham Broadway, Walham Green",35
31/12/2020,"Green Street, Mayfair",35
31/12/2020,"Leman Street, Aldgate",35
31/12/2020,"Moor Street, Soho",35
31/12/2020,"Tanner Street, Bermondsey",35
31/12/2020,"Walworth Square, Walworth",35
31/12/2020,"Alderney Street, Pimlico",34
31/12/2020,"Brunswick Square, Bloomsbury",34
31/12/2020,"Porchester Place, Paddington",34
31/12/2020,"Rotherhithe Roundabout, Rotherhithe",34
31/12/2020,"Twig Folly Bridge, Mile End",34
31/12/2020,"Bath Street, St. Luke's",33
31/12/2020,"Coomer Place, West Kensington",33
31/12/2020,"Furze Green, Bow",33
31/12/2020,"Lambeth Palace Road, Waterloo",33
31/12/2020,"Lollard Street, Vauxhall",33
31/12/2020,"Queen Street 2, Bank",33
31/12/2020,"Saunders Ness Road, Cubitt Town",33
31/12/2020,"Shoreditch Park, Hoxton",33
31/12/2020,"Sidney Road, Stockwell",33
31/12/2020,"Stepney Green Station, Stepney",33
31/12/2020,"Allington Street, Victoria",32
31/12/2020,"Drury Lane, Covent Garden",32
31/12/2020,"Ferndale Road, Brixton",32
31/12/2020,"Liverpool Road (N1 Centre), Angel",32
31/12/2020,"Mile End Park Leisure Centre, Mile End",32
31/12/2020,"Woodstock Grove, Shepherd's Bush",32
31/12/2020,"Bramham Gardens, Earl's Court",31
31/12/2020,"Chelsea Bridge, Pimlico",31
31/12/2020,"Clapham Common North Side, Clapham Common",31
31/12/2020,"Derry Street, Kensington",31
31/12/2020,"Globe Town Market, Bethnal Green",31
31/12/2020,"Park Street, Bankside",31
31/12/2020,"Ravenscourt Park Station, Hammersmith",31
31/12/2020,"St. George's Square, Pimlico",31
31/12/2020,"Wardour Street, Soho",31
31/12/2020,"Bishop's Bridge Road West, Bayswater",30
31/12/2020,"Bonny Street, Camden Town",30
31/12/2020,"Bow Road Station, Bow",30
31/12/2020,"Craven Street, Strand",30
31/12/2020,"Gascoyne Road, Victoria Park",30
31/12/2020,"Gloucester Road Station, South Kensington",30
31/12/2020,"Maida Vale, Maida Vale",30
31/12/2020,"Marylebone Lane, Marylebone",30
31/12/2020,"New Road 1 , Whitechapel",30
31/12/2020,"Normand Park, West Kensington",30
31/12/2020,"Timber Lodge, Queen Elizabeth Olympic Park",30
31/12/2020,"Victoria Rise, Clapham Common",30
31/12/2020,"Westferry DLR, Limehouse",30
31/12/2020,"Borough High Street, The Borough",29
31/12/2020,"Cartwright Gardens , Bloomsbury",29
31/12/2020,"Gas Holders, Battersea Park",29
31/12/2020,"Green Park Station, Mayfair",29
31/12/2020,"Hibbert Street, Battersea",29
31/12/2020,"Kennington Road Post Office, Oval",29
31/12/2020,"Maplin Street, Mile End",29
31/12/2020,"Milroy Walk, South Bank",29
31/12/2020,"Rodney Road , Walworth",29
31/12/2020,"South Kensington Station, South Kensington",29
31/12/2020,"Southwark Street, Bankside",29
31/12/2020,"Trebovir Road, Earl's Court",29
31/12/2020,"Wenlock Road , Hoxton",29
31/12/2020,"Alfreda Street, Battersea Park",28
31/12/2020,"All Saints Church, Portobello",28
31/12/2020,"Devonshire Terrace, Bayswater",28
31/12/2020,"Emperor's Gate, South Kensington",28
31/12/2020,"Hampton Street, Walworth",28
31/12/2020,"Lower Marsh, Waterloo",28
31/12/2020,"Pott Street, Bethnal Green",28
31/12/2020,"Saltoun Road, Brixton",28
31/12/2020,"Warwick Avenue Station, Maida Vale",28
31/12/2020,"Burdett Road, Mile End",27
31/12/2020,"Cheshire Street, Bethnal Green",27
31/12/2020,"Embankment (Savoy), Strand",27
31/12/2020,"Erin Close, Walham Green",27
31/12/2020,"Kennington Oval, Oval",27
31/12/2020,"Knightsbridge, Hyde Park",27
31/12/2020,"Maclise Road, Olympia",27
31/12/2020,"Penywern Road, Earl's Court",27
31/12/2020,"Shadwell Station, Shadwell",27
31/12/2020,"Sopwith Way, Battersea Park",27
31/12/2020,"Stephendale Road, Sands End",27
31/12/2020,"Tower Wharf, Bermondsey",27
31/12/2020,"Upper Bank Street, Canary Wharf",27
31/12/2020,"West Smithfield Rotunda, Farringdon",27
31/12/2020,"Aldersgate Street, Barbican",26
31/12/2020,"Bishop's Avenue, Fulham",26
31/12/2020,"Bolsover Street, Fitzrovia",26
31/12/2020,"Castlehaven Road, Camden Town",26
31/12/2020,"Central House, Aldgate",26
31/12/2020,"Chesilton Road, Fulham",26
31/12/2020,"Dunston Road , Haggerston",26
31/12/2020,"Jewry Street, Aldgate",26
31/12/2020,"Park Road (Baker Street), The Regent's Park",26
31/12/2020,"Rampayne Street, Pimlico",26
31/12/2020,"Sedding Street, Sloane Square",26
31/12/2020,"Sutton Street, Shadwell",26
31/12/2020,"Tavistock Place, Bloomsbury",26
31/12/2020,"Vicarage Crescent, Battersea",26
31/12/2020,"Wellington Street , Strand",26
31/12/2020,"West Cromwell Road, Earl's Court",26
31/12/2020,"BBC White City, White City",25
31/12/2020,"Baylis Road, Waterloo",25
31/12/2020,"East India DLR, Blackwall",25
31/12/2020,"East Village, Queen Elizabeth Olympic Park",25
31/12/2020,"Empire Square, The Borough",25
31/12/2020,"Gunmakers Lane, Old Ford",25
31/12/2020,"Harcourt Terrace, West Brompton",25
31/12/2020,"London Zoo,  The Regent's Park",25
31/12/2020,"Monier Road, Hackney Wick",25
31/12/2020,"Phillimore Gardens, Kensington",25
31/12/2020,"Queensway, Kensington Gardens",25
31/12/2020,"Simpson Street, Clapham Junction",25
31/12/2020,"Southampton Street, Strand",25
31/12/2020,"St. John's Road, Clapham Junction",25
31/12/2020,"Tate Modern, Bankside",25
31/12/2020,"Vauxhall Bridge , Pimlico",25
31/12/2020,"Vauxhall Cross, Vauxhall",25
31/12/2020,"Wapping Lane, Wapping",25
31/12/2020,"Westferry Circus, Canary Wharf",25
31/12/2020,"Ashley Place, Victoria",24
31/12/2020,"Cadogan Gardens, Chelsea",24
31/12/2020,"Commercial Street, Shoreditch",24
31/12/2020,"Edgware Road Station, Marylebone",24
31/12/2020,"Jubilee Street, Stepney",24
31/12/2020,"Kennington Cross, Kennington",24
31/12/2020,"Millbank Tower, Pimlico",24
31/12/2020,"Monument Street, Monument",24
31/12/2020,"Queen Mary's, Mile End",24
31/12/2020,"St Mary's Hospital, Paddington",24
31/12/2020,"Swan Street, The Borough",24
31/12/2020,"Watney Street, Shadwell",24
31/12/2020,"Westbourne Grove, Bayswater",24
31/12/2020,"Wright's Lane, Kensington",24
31/12/2020,"Bell Lane, Liverpool Street",23
31/12/2020,"Bunhill Row, Moorgate",23
31/12/2020,"Caldwell Street, Stockwell",23
31/12/2020,"Clerkenwell Green, Clerkenwell",23
31/12/2020,"Exhibition Road, Knightsbridge",23
31/12/2020,"Fanshaw Street, Hoxton",23
31/12/2020,"Goldsmith's Row, Haggerston",23
31/12/2020,"Graham Street, Angel",23
31/12/2020,"Granby Street, Shoreditch",23
31/12/2020,"Great Tower Street, Monument",23
31/12/2020,"Guilford Street , Bloomsbury",23
31/12/2020,"Holborn Circus, Holborn",23
31/12/2020,"Phene Street, Chelsea",23
31/12/2020,"Queen Victoria Street, St. Paul's",23
31/12/2020,"Ram Street, Wandsworth",23
31/12/2020,"Roscoe Street, St. Luke's",23
31/12/2020,"Russell Square Station, Bloomsbury",23
31/12/2020,"Shoreditch High Street, Shoreditch",23
31/12/2020,"Tachbrook Street, Victoria",23
31/12/2020,"Wandsworth Rd, Isley Court, Wandsworth Road",23
31/12/2020,"Warwick Square, Pimlico",23
31/12/2020,"Waterloo Place, St. James's",23
31/12/2020,"Waterloo Station 3, Waterloo",23
31/12/2020,"Whitehall Place, Strand",23
31/12/2020,"Albert Embankment, Vauxhall",22
31/12/2020,"Ampton Street , Clerkenwell",22
31/12/2020,"Beaumont Street, Marylebone",22
