date,StartStation Name,cnt
01/01/2021,"Hyde Park Corner, Hyde Park",157
01/01/2021,"Wellington Arch, Hyde Park",108
01/01/2021,"Westminster Pier, Westminster",104
01/01/2021,"Serpentine Car Park, Hyde Park",78
01/01/2021,"Triangle Car Park, Hyde Park",77
01/01/2021,"Battersea Power Station, Battersea Park",71
01/01/2021,"Tower Gardens , Tower",70
01/01/2021,"Duke Street Hill, London Bridge",68
01/01/2021,"Whitehall Place, Strand",62
01/01/2021,"Lambeth Palace Road, Waterloo",56
01/01/2021,"Albert Gate, Hyde Park",52
01/01/2021,"Bayswater Road, Hyde Park",52
01/01/2021,"Moor Street, Soho",52
01/01/2021,"Hop Exchange, The Borough",48
01/01/2021,"Palace Gate, Kensington Gardens",48
01/01/2021,"Black Lion Gate, Kensington Gardens",47
01/01/2021,"Ethelburga Estate, Battersea Park",47
01/01/2021,"Jubilee Gardens, South Bank",47
01/01/2021,"Prince Albert Road, The Regent's Park",47
01/01/2021,"Temple Gardens, Temple",47
01/01/2021,"Bonner Gate, Victoria Park",44
01/01/2021,"Green Park Station, Mayfair",44
01/01/2021,"Tooley Street, Bermondsey",44
01/01/2021,"Craven Street, Strand",43
01/01/2021,"Marylebone Lane, Marylebone",43
01/01/2021,"Millbank Tower, Pimlico",42
01/01/2021,"Northumberland Avenue, Strand",42
01/01/2021,"Storey's Gate, Westminster",41
01/01/2021,"Timber Lodge, Queen Elizabeth Olympic Park",40
01/01/2021,"Islington Green, Angel",39
01/01/2021,"Queen Victoria Street, St. Paul's",39
01/01/2021,"Aquatic Centre, Queen Elizabeth Olympic Park",38
01/01/2021,"London Zoo,  The Regent's Park",38
01/01/2021,"Panton Street, West End",38
01/01/2021,"Porchester Place, Paddington",38
01/01/2021,"William IV Street, Strand",38
01/01/2021,"Monument Street, Monument",37
01/01/2021,"Queen's Gate, Kensington Gardens",37
01/01/2021,"Warren Street Station, Euston",37
01/01/2021,"Little Argyll Street, West End",36
01/01/2021,"Oval Way, Vauxhall",36
01/01/2021,"Queen's Circus, Battersea Park",36
01/01/2021,"Regent's Row , Haggerston ",36
01/01/2021,"Castlehaven Road, Camden Town",35
01/01/2021,"Green Street, Mayfair",35
01/01/2021,"Saunders Ness Road, Cubitt Town",35
01/01/2021,"Waterloo Place, St. James's",35
01/01/2021,"Westferry Circus, Canary Wharf",35
01/01/2021,"Podium, Queen Elizabeth Olympic Park",34
01/01/2021,"Soho Square , Soho",34
01/01/2021,"Sutton Street, Shadwell",34
01/01/2021,"Allington Street, Victoria",33
01/01/2021,"Cadogan Close, Victoria Park",32
01/01/2021,"Jubilee Plaza, Canary Wharf",32
01/01/2021,"Bermondsey Street, Bermondsey",31
01/01/2021,"Bethnal Green Road, Shoreditch",31
01/01/2021,"Riverlight North, Nine Elms",31
01/01/2021,"Wellington Street , Strand",31
01/01/2021,"Flamborough Street, Limehouse",30
01/01/2021,"Kennington Lane Rail Bridge, Vauxhall",30
01/01/2021,"Park Road (Baker Street), The Regent's Park",30
01/01/2021,"Rotherhithe Roundabout, Rotherhithe",30
01/01/2021,"Belvedere Road 1, South Bank",29
01/01/2021,"Binfield Road, Stockwell",29
01/01/2021,"Chelsea Bridge, Pimlico",29
01/01/2021,"Graham Street, Angel",29
01/01/2021,"Hartington Road, Stockwell",29
01/01/2021,"Somerset House, Strand",29
01/01/2021,"South Lambeth Road, Vauxhall",29
01/01/2021,"Tate Modern, Bankside",29
01/01/2021,"Union Grove, Wandsworth Road",29
01/01/2021,"East Village, Queen Elizabeth Olympic Park",28
01/01/2021,"Exhibition Road, Knightsbridge",28
01/01/2021,"Stepney Green Station, Stepney",28
01/01/2021,"Embankment (Savoy), Strand",27
01/01/2021,"George Row, Bermondsey",27
01/01/2021,"Normandy Road, Stockwell",27
01/01/2021,"Pall Mall East, West End",27
01/01/2021,"Wardour Street, Soho",27
01/01/2021,"Buckingham Gate, Westminster",26
01/01/2021,"Danvers Street, West Chelsea",26
01/01/2021,"Queensway, Kensington Gardens",26
01/01/2021,"Riverlight South, Nine Elms",26
01/01/2021,"Saltoun Road, Brixton",26
01/01/2021,"Albert Bridge Road, Battersea Park",25
01/01/2021,"Ansell House, Stepney",25
01/01/2021,"Old Quebec Street, Marylebone",25
01/01/2021,"Prince of Wales Drive, Battersea Park",25
01/01/2021,"Brick Lane Market, Shoreditch",24
01/01/2021,"Doddington Grove, Kennington",24
01/01/2021,"Tanner Street, Bermondsey",24
01/01/2021,"Tavistock Street, Covent Garden",24
01/01/2021,"Walnut Tree Walk, Vauxhall",24
01/01/2021,"Wenlock Road , Hoxton",24
01/01/2021,"Charles II Street, West End",23
01/01/2021,"Derry Street, Kensington",23
01/01/2021,"Knightsbridge, Hyde Park",23
01/01/2021,"Lots Road, West Chelsea",23
01/01/2021,"Milroy Walk, South Bank",23
01/01/2021,"Queen Street 2, Bank",23
01/01/2021,"Shoreditch Park, Hoxton",23
01/01/2021,"Vauxhall Bridge , Pimlico",23
01/01/2021,"Wapping High Street, Wapping",23
01/01/2021,"Driffield Road, Old Ford",22
01/01/2021,"East India DLR, Blackwall",22
01/01/2021,"Grosvenor Road, Pimlico",22
01/01/2021,"Lancaster Gate , Bayswater",22
01/01/2021,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",22
01/01/2021,"Monier Road, Hackney Wick",22
01/01/2021,"Queen Street 1, Bank",22
01/01/2021,"Shadwell Station, Shadwell",22
01/01/2021,"South Kensington Station, South Kensington",22
01/01/2021,"St. Katharine's Way, Tower",22
01/01/2021,"The Vale, Chelsea",22
01/01/2021,"Warwick Avenue Station, Maida Vale",22
01/01/2021,"Wormwood Street, Liverpool Street",22
01/01/2021,"Cadogan Place, Knightsbridge",21
01/01/2021,"Central House, Aldgate",21
01/01/2021,"Clapham Common North Side, Clapham Common",21
01/01/2021,"Cleveland Way, Stepney",21
01/01/2021,"Granby Street, Shoreditch",21
01/01/2021,"Grove End Road, St. John's Wood",21
01/01/2021,"Hatton Wall, Holborn",21
01/01/2021,"Old Street Station, St. Luke's",21
01/01/2021,"Tysoe Street, Clerkenwell",21
01/01/2021,"Westbourne Grove, Bayswater",21
01/01/2021,"Abbey Orchard Street, Westminster",20
01/01/2021,"Bath Street, St. Luke's",20
01/01/2021,"Borough High Street, The Borough",20
01/01/2021,"Clifton Road, Maida Vale",20
01/01/2021,"Curlew Street, Shad Thames",20
01/01/2021,"Dock Street, Wapping",20
01/01/2021,"Globe Town Market, Bethnal Green",20
01/01/2021,"Gloucester Road Station, South Kensington",20
01/01/2021,"Gloucester Street, Pimlico",20
01/01/2021,"Haggerston Road, Haggerston",20
01/01/2021,"Lightermans Road, Millwall",20
01/01/2021,"Limerston Street, West Chelsea",20
01/01/2021,"New Road 1 , Whitechapel",20
01/01/2021,"Normand Park, West Kensington",20
01/01/2021,"Shoreditch High Street, Shoreditch",20
01/01/2021,"St. John's Wood Church, The Regent's Park",20
01/01/2021,"Strata, Elephant & Castle",20
01/01/2021,"Vicarage Crescent, Battersea",20
01/01/2021,"Victoria Rise, Clapham Common",20
01/01/2021,"Walworth Square, Walworth",20
01/01/2021,"Westbridge Road, Battersea",20
01/01/2021,"Woodstock Grove, Shepherd's Bush",20
01/01/2021,"Abingdon Green, Westminster",19
01/01/2021,"Alderney Street, Pimlico",19
01/01/2021,"Bolsover Street, Fitzrovia",19
01/01/2021,"Bow Church Station, Bow",19
01/01/2021,"De Vere Gardens, Kensington",19
01/01/2021,"Drayton Gardens, West Chelsea",19
01/01/2021,"Gas Holders, Battersea Park",19
01/01/2021,"Gunmakers Lane, Old Ford",19
01/01/2021,"Maclise Road, Olympia",19
01/01/2021,"Phene Street, Chelsea",19
01/01/2021,"Phillimore Gardens, Kensington",19
01/01/2021,"Sackville Street, Mayfair",19
01/01/2021,"Sopwith Way, Battersea Park",19
01/01/2021,"Southampton Street, Strand",19
01/01/2021,"St Mary's Hospital, Paddington",19
01/01/2021,"St. George Street, Mayfair",19
01/01/2021,"Upper Bank Street, Canary Wharf",19
01/01/2021,"Wren Street, Holborn",19
01/01/2021,"Albany Street, The Regent's Park",18
01/01/2021,"Bishop's Bridge Road West, Bayswater",18
01/01/2021,"Braham Street, Aldgate",18
01/01/2021,"Bricklayers Arms, Borough",18
01/01/2021,"Clinton Road, Mile End",18
01/01/2021,"Gloucester Terrace, Bayswater",18
01/01/2021,"Greenland Road, Camden Town",18
01/01/2021,"Holy Trinity Brompton, Knightsbridge",18
01/01/2021,"London Zoo Car Park, The Regent's Park",18
01/01/2021,"Nesham Street, Wapping",18
01/01/2021,"Penywern Road, Earl's Court",18
01/01/2021,"Queen's Gate (South), South Kensington",18
01/01/2021,"Ravenscourt Park Station, Hammersmith",18
01/01/2021,"Wandsworth Town Station, Wandsworth",18
01/01/2021,"Waterloo Road, South Bank",18
01/01/2021,"Westferry DLR, Limehouse",18
01/01/2021,"Albert Square, Stockwell",17
01/01/2021,"Bishop's Avenue, Fulham",17
01/01/2021,"Blackfriars Road, Southwark",17
01/01/2021,"Blackfriars Station, St. Paul's",17
01/01/2021,"Bramham Gardens, Earl's Court",17
01/01/2021,"Eagle Wharf Road, Hoxton",17
01/01/2021,"Elizabeth Bridge, Victoria",17
01/01/2021,"Exhibition Road Museums 2, South Kensington",17
01/01/2021,"Gloucester Road (Central), South Kensington",17
01/01/2021,"Halford Road, West Kensington",17
01/01/2021,"Hammersmith Road, Hammersmith",17
01/01/2021,"Hampton Street, Walworth",17
01/01/2021,"Kennington Cross, Kennington",17
01/01/2021,"Lambeth Road, Vauxhall",17
01/01/2021,"Langdon Park, Poplar",17
01/01/2021,"Napier Avenue, Millwall",17
01/01/2021,"North Audley Street, Mayfair",17
01/01/2021,"Ontario Street, Elephant & Castle",17
01/01/2021,"Osiers Road, Wandsworth",17
01/01/2021,"Paddington Street, Marylebone",17
01/01/2021,"Rodney Road , Walworth",17
01/01/2021,"Southwark Station 2, Southwark",17
01/01/2021,"Stephendale Road, Sands End",17
01/01/2021,"Theobald's Road , Holborn",17
01/01/2021,"Argyll Road, Kensington",16
01/01/2021,"Bonny Street, Camden Town",16
01/01/2021,"Bourne Street, Belgravia",16
01/01/2021,"Gaywood  Street, Elephant & Castle",16
01/01/2021,"Gloucester Avenue, Camden Town",16
01/01/2021,"Imperial College, Knightsbridge",16
01/01/2021,"Kennington Road Post Office, Oval",16
01/01/2021,"Maida Vale, Maida Vale",16
01/01/2021,"Mile End Stadium, Mile End",16
01/01/2021,"Palace Gardens Terrace, Notting Hill",16
01/01/2021,"Royal London Hospital, Whitechapel",16
01/01/2021,"Simpson Street, Clapham Junction",16
01/01/2021,"Store Street, Bloomsbury",16
01/01/2021,"Stratford Station, Stratford",16
01/01/2021,"Vereker Road, West Kensington",16
01/01/2021,"Wapping Lane, Wapping",16
01/01/2021,"Warwick Square, Pimlico",16
01/01/2021,"Webber Street , Southwark",16
01/01/2021,"West Cromwell Road, Earl's Court",16
01/01/2021,"York Hall, Bethnal Green",16
01/01/2021,"Ashley Crescent, Battersea",15
01/01/2021,"Ashley Place, Victoria",15
01/01/2021,"Bell Lane, Liverpool Street",15
01/01/2021,"Burdett Road, Mile End",15
01/01/2021,"Canada Water Station, Rotherhithe",15
01/01/2021,"Cephas Street, Bethnal Green",15
01/01/2021,"Chadwell Street, Angel",15
01/01/2021,"Charlotte Terrace, Angel",15
01/01/2021,"Chepstow Villas, Notting Hill",15
01/01/2021,"Clerkenwell Green, Clerkenwell",15
01/01/2021,"Drury Lane, Covent Garden",15
01/01/2021,"Flood Street, Chelsea",15
01/01/2021,"Fournier Street, Whitechapel",15
01/01/2021,"Frampton Street, Paddington",15
01/01/2021,"Frith Street, Soho",15
01/01/2021,"Garnet Street, Shadwell",15
01/01/2021,"Gascoyne Road, Victoria Park",15
01/01/2021,"Grafton Street, Mayfair",15
01/01/2021,"Holborn Circus, Holborn",15
01/01/2021,"Ilchester Gardens, Bayswater",15
01/01/2021,"Maplin Street, Mile End",15
01/01/2021,"Mudchute DLR, Cubitt Town",15
01/01/2021,"Nevern Place, Earl's Court",15
01/01/2021,"Newgate Street , St. Paul's",15
01/01/2021,"Parson's Green , Parson's Green",15
01/01/2021,"Pott Street, Bethnal Green",15
01/01/2021,"Queen Mary's, Mile End",15
01/01/2021,"Queen's Gate (North), Kensington",15
01/01/2021,"Russell Square Station, Bloomsbury",15
01/01/2021,"Seville Street, Knightsbridge",15
01/01/2021,"St. John's Road, Clapham Junction",15
01/01/2021,"Tower Wharf, Bermondsey",15
01/01/2021,"Twig Folly Bridge, Mile End",15
01/01/2021,"Warwick Road, Olympia",15
01/01/2021,"Baker Street, Marylebone",14
01/01/2021,"Belgrave Road, Victoria",14
01/01/2021,"Bromley High Street, Bow",14
01/01/2021,"Cheapside, Bank",14
01/01/2021,"Crawford Street, Marylebone",14
01/01/2021,"Dunston Road , Haggerston",14
01/01/2021,"Edgware Road Station, Marylebone",14
01/01/2021,"Fisherman's Walk West, Canary Wharf",14
01/01/2021,"Fulham Broadway, Walham Green",14
01/01/2021,"Great Marlborough Street, Soho",14
01/01/2021,"Great Russell Street, Bloomsbury",14
01/01/2021,"Gwendwr Road, West Kensington",14
01/01/2021,"Lollard Street, Vauxhall",14
01/01/2021,"Mostyn Grove, Bow",14
01/01/2021,"Natural History Museum, South Kensington",14
01/01/2021,"Old Ford Road, Bethnal Green",14
01/01/2021,"Old Montague Street, Whitechapel",14
01/01/2021,"Page Street, Westminster",14
01/01/2021,"Queen Mother Sports Centre, Victoria",14
01/01/2021,"Richmond Way, Shepherd's Bush",14
01/01/2021,"Salmon Lane, Limehouse",14
01/01/2021,"Sidney Road, Stockwell",14
01/01/2021,"Star Road, West Kensington",14
01/01/2021,"Strand, Strand",14
01/01/2021,"Sugden Road, Clapham",14
01/01/2021,"Trebovir Road, Earl's Court",14
01/01/2021,"Wellington Row, Bethnal Green",14
01/01/2021,"Aldersgate Street, Barbican",13
01/01/2021,"Arlington Road, Camden Town",13
01/01/2021,"Baylis Road, Waterloo",13
01/01/2021,"Belgrove Street , King's Cross",13
01/01/2021,"Black Prince Road, Vauxhall",13
01/01/2021,"Bridge Avenue, Hammersmith",13
01/01/2021,"Brunswick Square, Bloomsbury",13
01/01/2021,"Bruton Street, Mayfair",13
01/01/2021,"Christian Street, Whitechapel",13
01/01/2021,"Claverton Street, Pimlico",13
01/01/2021,"Cromer Street, Bloomsbury",13
01/01/2021,"Ebury Bridge, Pimlico",13
01/01/2021,"Emperor's Gate, South Kensington",13
01/01/2021,"Empire Square, The Borough",13
01/01/2021,"Endsleigh Gardens, Euston",13
01/01/2021,"Fashion Street, Whitechapel",13
01/01/2021,"Fire Brigade Pier, Vauxhall",13
01/01/2021,"Furze Green, Bow",13
01/01/2021,"Godliman Street, St. Paul's",13
01/01/2021,"Hibbert Street, Battersea",13
01/01/2021,"Howick Place, Westminster",13
01/01/2021,"Imperial Wharf Station, Sands End",13
01/01/2021,"Kennington Station, Kennington",13
01/01/2021,"LMU Commercial Road, Whitechapel",13
01/01/2021,"Lower Thames Street, Monument",13
01/01/2021,"Margery Street, Clerkenwell",13
01/01/2021,"Old Brompton Road, South Kensington",13
01/01/2021,"Plough Terrace, Clapham Junction",13
01/01/2021,"Preston's Road, Cubitt Town",13
01/01/2021,"Putney Bridge Station, Fulham",13
01/01/2021,"Rainville Road, Hammersmith",13
01/01/2021,"Reardon Street, Wapping",13
01/01/2021,"River Street , Clerkenwell",13
01/01/2021,"Roscoe Street, St. Luke's",13
01/01/2021,"Seymour Place, Marylebone",13
01/01/2021,"Spencer Park, Wandsworth Common",13
01/01/2021,"St. George's Square, Pimlico",13
01/01/2021,"The Tennis Courts, The Regent's Park",13
01/01/2021,"York Way, Kings Cross",13
01/01/2021,"Albert Embankment, Vauxhall",12
01/01/2021,"Alfreda Street, Battersea Park",12
01/01/2021,"All Saints Church, Portobello",12
01/01/2021,"BBC White City, White City",12
01/01/2021,"Berry Street, Clerkenwell",12
01/01/2021,"Broadcasting House, Marylebone",12
01/01/2021,"Brushfield Street, Liverpool Street",12
01/01/2021,"Caldwell Street, Stockwell",12
01/01/2021,"Carnegie Street, King's Cross",12
01/01/2021,"Cartwright Gardens , Bloomsbury",12
01/01/2021,"Chrisp Street Market, Poplar",12
01/01/2021,"Cleaver Street, Kennington",12
01/01/2021,"Devonshire Terrace, Bayswater",12
01/01/2021,"Eastbourne Mews, Paddington",12
01/01/2021,"Eaton Square (South), Belgravia",12
01/01/2021,"Eaton Square, Belgravia",12
01/01/2021,"Erin Close, Walham Green",12
01/01/2021,"Goldsmith's Row, Haggerston",12
01/01/2021,"Good's Way, King's Cross",12
01/01/2021,"Handyside Street, King's Cross",12
01/01/2021,"Harcourt Terrace, West Brompton",12
01/01/2021,"Hereford Road, Bayswater",12
01/01/2021,"Kensington Church Street, Kensington",12
01/01/2021,"Kensington Gore, Knightsbridge",12
01/01/2021,"Leman Street, Aldgate",12
01/01/2021,"Leonard Circus , Shoreditch",12
01/01/2021,"Pancras Road, King's Cross",12
01/01/2021,"Portman Square, Marylebone",12
01/01/2021,"Putney Pier, Wandsworth",12
01/01/2021,"Royal Avenue 2, Chelsea",12
01/01/2021,"South Wharf Road, Paddington",12
01/01/2021,"St Martins Close, Camden Town",12
01/01/2021,"St. James's Square, St. James's",12
01/01/2021,"Vauxhall Street, Vauxhall",12
01/01/2021,"William Morris Way, Sands End",12
01/01/2021,"Abyssinia Close, Clapham Junction",11
01/01/2021,"Austin Road, Battersea Park",11
01/01/2021,"Baldwin Street, St. Luke's",11
01/01/2021,"Barons Court Station, West Kensington",11
01/01/2021,"Belvedere Road 2, South Bank",11
01/01/2021,"Bevington Road West, North Kensington",11
01/01/2021,"Birkenhead Street, King's Cross",11
01/01/2021,"Bow Road Station, Bow",11
01/01/2021,"British Museum, Bloomsbury",11
01/01/2021,"Chapel Place, Marylebone",11
01/01/2021,"Charing Cross Hospital, Hammersmith",11
01/01/2021,"Charlotte Street, Fitzrovia",11
01/01/2021,"Clapham Road, Lingham Street, Stockwell",11
01/01/2021,"Clarence Walk, Stockwell",11
01/01/2021,"Cranmer Road, Stockwell",11
01/01/2021,"Crosswall, Tower",11
01/01/2021,"Eccleston Place, Victoria",11
01/01/2021,"Elysium Place, Fulham",11
01/01/2021,"Everington Street, Fulham",11
01/01/2021,"Finsbury Library , Finsbury",11
01/01/2021,"Foley Street, Fitzrovia",11
01/01/2021,"Great Tower Street, Monument",11
01/01/2021,"High Holborn , Covent Garden",11
01/01/2021,"Holland Park, Kensington",11
01/01/2021,"Horseferry Road, Westminster",11
01/01/2021,"Mile End Park Leisure Centre, Mile End",11
01/01/2021,"Montserrat Road , Putney",11
01/01/2021,"Museum of London, Barbican",11
01/01/2021,"Philpot Street, Whitechapel",11
01/01/2021,"Rampayne Street, Pimlico",11
01/01/2021,"Red Lion Square, Holborn",11
01/01/2021,"Rochester Row, Westminster",11
01/01/2021,"Sandilands Road, Walham Green",11
01/01/2021,"St John's Crescent, Brixton",11
01/01/2021,"Swan Street, The Borough",11
01/01/2021,"Turquoise Island, Notting Hill",11
01/01/2021,"Vauxhall Cross, Vauxhall",11
01/01/2021,"Vincent Street, Pimlico",11
01/01/2021,"Waterloo Station 1, Waterloo",11
01/01/2021,"Waterloo Station 3, Waterloo",11
01/01/2021,"Watney Street, Shadwell",11
01/01/2021,"Wells Street, Fitzrovia",11
01/01/2021,"Beryl Road, Hammersmith",10
01/01/2021,"Broadwick Street, Soho",10
01/01/2021,"Calshot Street , King's Cross",10
01/01/2021,"Cheshire Street, Bethnal Green",10
01/01/2021,"Cloudesley Road, Angel",10
01/01/2021,"Commercial Street, Shoreditch",10
01/01/2021,"Coram Street, Bloomsbury",10
01/01/2021,"Crisp Road, Hammersmith",10
01/01/2021,"Dorset Square, Marylebone",10
01/01/2021,"Ferndale Road, Brixton",10
01/01/2021,"Finlay Street, Fulham",10
01/01/2021,"Golden Lane, Barbican",10
01/01/2021,"Golden Square, Soho",10
01/01/2021,"Harrington Square 2, Camden Town",10
01/01/2021,"Here East South, Queen Elizabeth Olympic Park",10
01/01/2021,"Heron Quays DLR, Canary Wharf",10
01/01/2021,"Irene Road, Parsons Green",10
01/01/2021,"Long Lane , Bermondsey",10
01/01/2021,"Longford Street, The Regent's Park",10
01/01/2021,"Manbre Road, Hammersmith",10
01/01/2021,"New Cavendish Street, Marylebone",10
01/01/2021,"New Globe Walk, Bankside",10
01/01/2021,"New North Road 2, Hoxton",10
01/01/2021,"Notting Hill Gate Station, Notting Hill",10
01/01/2021,"Parkway, Camden Town",10
01/01/2021,"Pembridge Villas, Notting Hill",10
01/01/2021,"Penfold Street, Marylebone",10
01/01/2021,"Pitfield Street North,Hoxton",10
01/01/2021,"Pritchard's Road, Bethnal Green",10
01/01/2021,"Royal Avenue 1, Chelsea",10
01/01/2021,"Sea Containers, South Bank",10
01/01/2021,"Shoreditch Court, Haggerston",10
01/01/2021,"Southampton Place, Holborn",10
01/01/2021,"Southerton Road, Hammersmith",10
01/01/2021,"St. Bride Street, Holborn",10
01/01/2021,"Surrey Lane, Battersea",10
01/01/2021,"Union Street, The Borough",10
01/01/2021,"Upper Grosvenor Street, Mayfair",10
01/01/2021,"Vauxhall Walk, Vauxhall",10
01/01/2021,"Vicarage Gate, Kensington",10
01/01/2021,"Warwick Row, Westminster",10
01/01/2021,"West Kensington Station, West Kensington",10
01/01/2021,"World's End Place, West Chelsea",10
01/01/2021,"Albert Gardens, Stepney",9
01/01/2021,"Ashmole Estate, Oval",9
01/01/2021,"Battersea Church Road, Battersea",9
01/01/2021,"Bayley Street , Bloomsbury",9
01/01/2021,"Beaumont Street, Marylebone",9
01/01/2021,"Brook Green South, Brook Green",9
01/01/2021,"Bury Place, Holborn",9
01/01/2021,"Buxton Street 1, Shoreditch",9
01/01/2021,"Durant Street, Bethnal Green",9
01/01/2021,"East Road, Hoxton",9
01/01/2021,"Esmond Street, Putney",9
01/01/2021,"Eversholt Street , Camden Town",9
01/01/2021,"Falkirk Street, Hoxton",9
01/01/2021,"Farm Street, Mayfair",9
01/01/2021,"Finsbury Circus, Liverpool Street",9
01/01/2021,"Grosvenor Square, Mayfair",9
01/01/2021,"Hampstead Road, Euston",9
01/01/2021,"Hawley Crescent, Camden Town",9
01/01/2021,"Hertford Road, De Beauvoir Town",9
01/01/2021,"Howland Street, Fitzrovia",9
01/01/2021,"Kennington Oval, Oval",9
01/01/2021,"Kennington Road  , Vauxhall",9
01/01/2021,"Knaresborough Place, Earl's Court",9
01/01/2021,"Lansdowne Road, Ladbroke Grove",9
01/01/2021,"Lisson Grove, St. John's Wood",9
01/01/2021,"Lower Marsh, Waterloo",9
01/01/2021,"New Inn Yard, Shoreditch",9
01/01/2021,"New Spring Gardens Walk, Vauxhall",9
01/01/2021,"Northington Street , Holborn",9
01/01/2021,"Ormonde Gate, Chelsea",9
01/01/2021,"Park Lane, Mayfair",9
01/01/2021,"Pont Street, Knightsbridge",9
01/01/2021,"Royal College Street, Camden Town",9
01/01/2021,"Sedding Street, Sloane Square",9
01/01/2021,"Shouldham Street, Marylebone",9
01/01/2021,"Sloane Avenue, Knightsbridge",9
01/01/2021,"Snowsfields, London Bridge",9
01/01/2021,"South Audley Street, Mayfair",9
01/01/2021,"Southern Grove, Bow",9
01/01/2021,"Stainsby Road , Poplar",9
01/01/2021,"Tavistock Place, Bloomsbury",9
01/01/2021,"The Metropolitan, Portobello",9
01/01/2021,"Tyers Gate, Bermondsey",9
01/01/2021,"Upper Richmond Road, Putney",9
01/01/2021,"Usk Road, Clapham Junction",9
01/01/2021,"Wandsworth Rd, Isley Court, Wandsworth Road",9
01/01/2021,"Waterloo Bridge, South Bank",9
01/01/2021,"Wendon Street, Old Ford",9
01/01/2021,"Westbourne Park Road, Portobello",9
01/01/2021,"Westminster University, Marylebone",9
01/01/2021,"Aberdeen Place, St. John's Wood",8
01/01/2021,"Antill Road, Mile End",8
01/01/2021,"Aston Street, Stepney",8
01/01/2021,"Bankside Mix, Bankside",8
01/01/2021,"Bell Street , Marylebone",8
01/01/2021,"Cadogan Gardens, Chelsea",8
01/01/2021,"Charlbert Street, St. John's Wood",8
01/01/2021,"Chesilton Road, Fulham",8
01/01/2021,"Collingham Gardens, Earl's Court",8
01/01/2021,"Courland Grove, Wandsworth Road",8
01/01/2021,"Crabtree Lane, Fulham",8
01/01/2021,"Eel Brook Common, Walham Green",8
01/01/2021,"Farringdon Street, Holborn",8
01/01/2021,"Felsham Road, Putney",8
01/01/2021,"George Place Mews, Marylebone",8
01/01/2021,"Great Titchfield Street, Fitzrovia",8
01/01/2021,"Guildhouse Street, Victoria",8
01/01/2021,"Harper Road, The Borough",8
01/01/2021,"Hinde Street, Marylebone",8
01/01/2021,"Ilchester Place, Kensington",8
01/01/2021,"Jewry Street, Aldgate",8
01/01/2021,"Macclesfield Rd, St Lukes",8
01/01/2021,"Malet Street, Bloomsbury",8
01/01/2021,"Marloes Road, Kensington",8
01/01/2021,"Michael Road, Walham Green",8
01/01/2021,"New Kent Road, The Borough",8
01/01/2021,"Newby Place, Poplar",8
01/01/2021,"Nutford Place, Marylebone",8
01/01/2021,"Orsett Terrace, Bayswater",8
01/01/2021,"Palissy Street, Shoreditch",8
01/01/2021,"Park Street, Bankside",8
01/01/2021,"Queen's Gate (Central), South Kensington",8
01/01/2021,"Sancroft Street, Vauxhall",8
01/01/2021,"Silverthorne Road, Battersea",8
01/01/2021,"St. John Street, Finsbury",8
01/01/2021,"St. Luke's Church, Chelsea",8
01/01/2021,"St. Mark's Road, North Kensington",8
01/01/2021,"St. Martin's Street, West End",8
01/01/2021,"St. Mary Axe, Aldgate",8
01/01/2021,"Stewart's Road, Wandsworth Road",8
01/01/2021,"Sumner Place, South Kensington",8
01/01/2021,"Torrens Street, Angel",8
01/01/2021,"Whiston Road, Haggerston",8
01/01/2021,"Abingdon Villas, Kensington",7
01/01/2021,"Ada Street, Hackney Central",7
01/01/2021,"All Saints' Road, Portobello",7
01/01/2021,"Alpha Grove, Millwall",7
01/01/2021,"Aylward Street, Stepney",7
01/01/2021,"Bishop's Bridge Road East, Bayswater",7
01/01/2021,"Broadley Terrace, Marylebone",7
01/01/2021,"Butler Place, Westminster",7
01/01/2021,"Concert Hall Approach 1, South Bank",7
01/01/2021,"Coomer Place, West Kensington",7
01/01/2021,"Denyer Street, Knightsbridge",7
01/01/2021,"Farringdon Lane, Clerkenwell",7
01/01/2021,"Finsbury Leisure Centre, St. Luke's",7
01/01/2021,"Great Dover Street, The Borough",7
01/01/2021,"Greycoat Street , Westminster",7
01/01/2021,"Hoxton Street, Hoxton",7
01/01/2021,"Humbolt Road, Fulham",7
01/01/2021,"King Edward Street, St Pauls",7
01/01/2021,"Lambeth North Station, Waterloo",7
01/01/2021,"Lancaster Drive, Blackwall",7
01/01/2021,"Moorfields, Moorgate",7
01/01/2021,"Park Lane , Hyde Park",7
01/01/2021,"Pennington Street, Wapping",7
01/01/2021,"Portland Place, Marylebone",7
01/01/2021,"Princes Square, Bayswater",7
01/01/2021,"Rectory Square, Stepney",7
01/01/2021,"Russell Gardens, Olympia",7
01/01/2021,"Sheepcote Lane, Battersea",7
01/01/2021,"Southwark Street, Bankside",7
01/01/2021,"St. Chad's Street, King's Cross",7
01/01/2021,"St. Peter's Terrace, Fulham",7
01/01/2021,"Taviton Street, Bloomsbury",7
01/01/2021,"Wellington Road, St. John's Wood",7
01/01/2021,"Westfield Ariel Way, White City",7
01/01/2021,"Abbotsbury Road, Holland Park",6
01/01/2021,"Aberfeldy Street, Poplar",6
01/01/2021,"Addison Road, Holland Park",6
01/01/2021,"Ampton Street , Clerkenwell",6
01/01/2021,"Bancroft Road, Bethnal Green",6
01/01/2021,"Cantrell Road, Bow",6
