,name,stationid,lat,lon,Unnamed: 0,End Date,counts
1313,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,24458,2021-01-02 20:00:00,1
1314,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,24892,2021-01-02 22:00:00,1
1315,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,25907,2021-01-03 10:00:00,1
1316,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,26299,2021-01-03 11:00:00,1
1317,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,27200,2021-01-03 13:00:00,3
1318,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,27807,2021-01-03 14:00:00,3
1319,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,28897,2021-01-03 16:00:00,2
1320,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,29290,2021-01-03 17:00:00,2
1321,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,29684,2021-01-03 18:00:00,1
1322,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,30155,2021-01-03 20:00:00,2
1323,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,30362,2021-01-03 21:00:00,2
1324,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,30566,2021-01-03 22:00:00,1
1325,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,33162,2021-01-04 13:00:00,3
1326,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,34006,2021-01-04 15:00:00,1
1327,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,34973,2021-01-04 17:00:00,1
1328,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,35444,2021-01-04 18:00:00,1
1329,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,35734,2021-01-04 19:00:00,2
1330,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,36133,2021-01-04 20:00:00,1
1331,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,39412,2021-01-05 13:00:00,1
1332,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,39669,2021-01-05 14:00:00,2
1333,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,40028,2021-01-05 15:00:00,2
1334,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,40491,2021-01-05 16:00:00,1
1335,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,40914,2021-01-05 17:00:00,1
1336,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,41362,2021-01-05 18:00:00,1
1337,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,41742,2021-01-05 19:00:00,1
1338,"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,42019,2021-01-05 20:00:00,1
1339,"Bouverie Street, Temple",27,51.51382102,-0.107927706,17,2020-12-30 00:00:00,1
1340,"Bouverie Street, Temple",27,51.51382102,-0.107927706,563,2020-12-30 08:00:00,1
1341,"Bouverie Street, Temple",27,51.51382102,-0.107927706,829,2020-12-30 09:00:00,1
1342,"Bouverie Street, Temple",27,51.51382102,-0.107927706,4453,2020-12-30 16:00:00,2
1343,"Bouverie Street, Temple",27,51.51382102,-0.107927706,5497,2020-12-30 18:00:00,1
1344,"Bouverie Street, Temple",27,51.51382102,-0.107927706,9572,2020-12-31 13:00:00,1
1345,"Bouverie Street, Temple",27,51.51382102,-0.107927706,12726,2020-12-31 20:00:00,1
1346,"Bouverie Street, Temple",27,51.51382102,-0.107927706,12994,2020-12-31 21:00:00,1
1347,"Bouverie Street, Temple",27,51.51382102,-0.107927706,18288,2021-01-01 20:00:00,1
1348,"Bouverie Street, Temple",27,51.51382102,-0.107927706,19833,2021-01-02 11:00:00,2
1349,"Bouverie Street, Temple",27,51.51382102,-0.107927706,21706,2021-01-02 14:00:00,1
1350,"Bouverie Street, Temple",27,51.51382102,-0.107927706,25052,2021-01-02 23:00:00,1
1351,"Bouverie Street, Temple",27,51.51382102,-0.107927706,27299,2021-01-03 13:00:00,2
1352,"Bouverie Street, Temple",27,51.51382102,-0.107927706,28049,2021-01-03 14:00:00,1
1353,"Bouverie Street, Temple",27,51.51382102,-0.107927706,29390,2021-01-03 17:00:00,1
1354,"Bouverie Street, Temple",27,51.51382102,-0.107927706,31268,2021-01-04 07:00:00,1
1355,"Bouverie Street, Temple",27,51.51382102,-0.107927706,31531,2021-01-04 08:00:00,2
1356,"Bouverie Street, Temple",27,51.51382102,-0.107927706,32024,2021-01-04 09:00:00,1
1357,"Bouverie Street, Temple",27,51.51382102,-0.107927706,33900,2021-01-04 15:00:00,2
1358,"Bouverie Street, Temple",27,51.51382102,-0.107927706,37666,2021-01-05 08:00:00,1
1359,"Bouverie Street, Temple",27,51.51382102,-0.107927706,37935,2021-01-05 09:00:00,2
1360,"Bouverie Street, Temple",27,51.51382102,-0.107927706,38348,2021-01-05 10:00:00,1
1361,"Bouverie Street, Temple",27,51.51382102,-0.107927706,38929,2021-01-05 12:00:00,2
1362,"Bouverie Street, Temple",27,51.51382102,-0.107927706,39413,2021-01-05 13:00:00,1
1363,"Bouverie Street, Temple",27,51.51382102,-0.107927706,41363,2021-01-05 18:00:00,1
1364,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,332,2020-12-30 07:00:00,2
1365,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,830,2020-12-30 09:00:00,1
1366,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,1040,2020-12-30 10:00:00,4
1367,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,1437,2020-12-30 11:00:00,5
1368,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,2005,2020-12-30 12:00:00,3
1369,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,2505,2020-12-30 13:00:00,4
1370,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,3200,2020-12-30 14:00:00,3
1371,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,3755,2020-12-30 15:00:00,3
1372,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,4786,2020-12-30 17:00:00,5
1373,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,5246,2020-12-30 18:00:00,8
1374,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,5737,2020-12-30 19:00:00,3
1375,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,6395,2020-12-30 21:00:00,3
1376,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,6623,2020-12-30 22:00:00,3
1377,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,7496,2020-12-31 08:00:00,1
1378,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,7768,2020-12-31 09:00:00,1
1379,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,8127,2020-12-31 10:00:00,1
1380,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,8422,2020-12-31 11:00:00,2
1381,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,9036,2020-12-31 12:00:00,1
1382,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,9310,2020-12-31 13:00:00,4
1383,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,10110,2020-12-31 14:00:00,1
1384,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,10531,2020-12-31 15:00:00,2
1385,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,11043,2020-12-31 16:00:00,2
1386,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,12058,2020-12-31 18:00:00,1
1387,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,12409,2020-12-31 19:00:00,1
1388,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,12619,2020-12-31 20:00:00,3
1389,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,14983,2021-01-01 11:00:00,3
1390,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,15236,2021-01-01 12:00:00,5
1391,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,15666,2021-01-01 13:00:00,3
1392,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,16155,2021-01-01 14:00:00,2
1393,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,16515,2021-01-01 15:00:00,4
1394,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,19130,2021-01-02 08:00:00,1
1395,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,19290,2021-01-02 09:00:00,1
1396,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,19480,2021-01-02 10:00:00,2
1397,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,19755,2021-01-02 11:00:00,4
1398,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,20170,2021-01-02 12:00:00,7
1399,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,20776,2021-01-02 13:00:00,4
1400,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,21320,2021-01-02 14:00:00,6
1401,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,22001,2021-01-02 15:00:00,5
1402,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,22839,2021-01-02 16:00:00,2
1403,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,23142,2021-01-02 17:00:00,6
1404,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,23645,2021-01-02 18:00:00,3
1405,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,24077,2021-01-02 19:00:00,2
1406,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,25647,2021-01-03 09:00:00,1
1407,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,25908,2021-01-03 10:00:00,1
1408,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,26615,2021-01-03 12:00:00,3
1409,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,27135,2021-01-03 13:00:00,4
1410,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,27927,2021-01-03 14:00:00,2
1411,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,28257,2021-01-03 15:00:00,5
1412,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,28898,2021-01-03 16:00:00,2
1413,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,29238,2021-01-03 17:00:00,3
1414,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,29982,2021-01-03 19:00:00,1
1415,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,31269,2021-01-04 07:00:00,1
1416,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,32025,2021-01-04 09:00:00,1
1417,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,32610,2021-01-04 11:00:00,1
1418,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,33287,2021-01-04 13:00:00,1
1419,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,33641,2021-01-04 14:00:00,1
1420,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,33901,2021-01-04 15:00:00,2
1421,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,34257,2021-01-04 16:00:00,4
1422,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,34831,2021-01-04 17:00:00,2
1423,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,35839,2021-01-04 19:00:00,1
1424,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,36054,2021-01-04 20:00:00,3
1425,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,36566,2021-01-04 22:00:00,1
1426,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,36869,2021-01-05 01:00:00,1
1427,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,37038,2021-01-05 06:00:00,2
1428,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,37196,2021-01-05 07:00:00,3
1429,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,38040,2021-01-05 09:00:00,1
1430,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,38592,2021-01-05 11:00:00,2
1431,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,39781,2021-01-05 14:00:00,1
1432,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,40121,2021-01-05 15:00:00,1
1433,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,40394,2021-01-05 16:00:00,2
1434,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,40722,2021-01-05 17:00:00,4
1435,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,41972,2021-01-05 20:00:00,2
1436,"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,42237,2021-01-05 21:00:00,1
1437,"Hereford Road, Bayswater",29,51.513735,-0.193487,18,2020-12-30 00:00:00,1
1438,"Hereford Road, Bayswater",29,51.513735,-0.193487,564,2020-12-30 08:00:00,1
1439,"Hereford Road, Bayswater",29,51.513735,-0.193487,2095,2020-12-30 12:00:00,2
1440,"Hereford Road, Bayswater",29,51.513735,-0.193487,2678,2020-12-30 13:00:00,2
1441,"Hereford Road, Bayswater",29,51.513735,-0.193487,3126,2020-12-30 14:00:00,4
1442,"Hereford Road, Bayswater",29,51.513735,-0.193487,4361,2020-12-30 16:00:00,3
1443,"Hereford Road, Bayswater",29,51.513735,-0.193487,5069,2020-12-30 17:00:00,1
1444,"Hereford Road, Bayswater",29,51.513735,-0.193487,5371,2020-12-30 18:00:00,2
1445,"Hereford Road, Bayswater",29,51.513735,-0.193487,5784,2020-12-30 19:00:00,2
1446,"Hereford Road, Bayswater",29,51.513735,-0.193487,6665,2020-12-30 22:00:00,1
1447,"Hereford Road, Bayswater",29,51.513735,-0.193487,7497,2020-12-31 08:00:00,1
1448,"Hereford Road, Bayswater",29,51.513735,-0.193487,8128,2020-12-31 10:00:00,1
1449,"Hereford Road, Bayswater",29,51.513735,-0.193487,8543,2020-12-31 11:00:00,1
1450,"Hereford Road, Bayswater",29,51.513735,-0.193487,9037,2020-12-31 12:00:00,1
1451,"Hereford Road, Bayswater",29,51.513735,-0.193487,9437,2020-12-31 13:00:00,2
1452,"Hereford Road, Bayswater",29,51.513735,-0.193487,10111,2020-12-31 14:00:00,1
1453,"Hereford Road, Bayswater",29,51.513735,-0.193487,10532,2020-12-31 15:00:00,2
1454,"Hereford Road, Bayswater",29,51.513735,-0.193487,11182,2020-12-31 16:00:00,1
1455,"Hereford Road, Bayswater",29,51.513735,-0.193487,11647,2020-12-31 17:00:00,1
1456,"Hereford Road, Bayswater",29,51.513735,-0.193487,12059,2020-12-31 18:00:00,1
1457,"Hereford Road, Bayswater",29,51.513735,-0.193487,12933,2020-12-31 21:00:00,2
1458,"Hereford Road, Bayswater",29,51.513735,-0.193487,13461,2020-12-31 23:00:00,1
1459,"Hereford Road, Bayswater",29,51.513735,-0.193487,13669,2021-01-01 00:00:00,1
1460,"Hereford Road, Bayswater",29,51.513735,-0.193487,14156,2021-01-01 03:00:00,4
1461,"Hereford Road, Bayswater",29,51.513735,-0.193487,14386,2021-01-01 05:00:00,1
1462,"Hereford Road, Bayswater",29,51.513735,-0.193487,15392,2021-01-01 12:00:00,1
1463,"Hereford Road, Bayswater",29,51.513735,-0.193487,16631,2021-01-01 15:00:00,2
1464,"Hereford Road, Bayswater",29,51.513735,-0.193487,16994,2021-01-01 16:00:00,3
1465,"Hereford Road, Bayswater",29,51.513735,-0.193487,18289,2021-01-01 20:00:00,1
1466,"Hereford Road, Bayswater",29,51.513735,-0.193487,18732,2021-01-01 23:00:00,1
1467,"Hereford Road, Bayswater",29,51.513735,-0.193487,20262,2021-01-02 12:00:00,3
1468,"Hereford Road, Bayswater",29,51.513735,-0.193487,20777,2021-01-02 13:00:00,4
1469,"Hereford Road, Bayswater",29,51.513735,-0.193487,21577,2021-01-02 14:00:00,2
1470,"Hereford Road, Bayswater",29,51.513735,-0.193487,22066,2021-01-02 15:00:00,4
1471,"Hereford Road, Bayswater",29,51.513735,-0.193487,22735,2021-01-02 16:00:00,3
1472,"Hereford Road, Bayswater",29,51.513735,-0.193487,23442,2021-01-02 17:00:00,1
1473,"Hereford Road, Bayswater",29,51.513735,-0.193487,23806,2021-01-02 18:00:00,1
1474,"Hereford Road, Bayswater",29,51.513735,-0.193487,24374,2021-01-02 20:00:00,2
1475,"Hereford Road, Bayswater",29,51.513735,-0.193487,24893,2021-01-02 22:00:00,1
1476,"Hereford Road, Bayswater",29,51.513735,-0.193487,25344,2021-01-03 04:00:00,1
1477,"Hereford Road, Bayswater",29,51.513735,-0.193487,25909,2021-01-03 10:00:00,1
1478,"Hereford Road, Bayswater",29,51.513735,-0.193487,26186,2021-01-03 11:00:00,2
1479,"Hereford Road, Bayswater",29,51.513735,-0.193487,26824,2021-01-03 12:00:00,1
1480,"Hereford Road, Bayswater",29,51.513735,-0.193487,27059,2021-01-03 13:00:00,6
1481,"Hereford Road, Bayswater",29,51.513735,-0.193487,28050,2021-01-03 14:00:00,1
1482,"Hereford Road, Bayswater",29,51.513735,-0.193487,28838,2021-01-03 16:00:00,3
1483,"Hereford Road, Bayswater",29,51.513735,-0.193487,30212,2021-01-03 20:00:00,1
1484,"Hereford Road, Bayswater",29,51.513735,-0.193487,31644,2021-01-04 08:00:00,1
1485,"Hereford Road, Bayswater",29,51.513735,-0.193487,32611,2021-01-04 11:00:00,1
1486,"Hereford Road, Bayswater",29,51.513735,-0.193487,32940,2021-01-04 12:00:00,1
1487,"Hereford Road, Bayswater",29,51.513735,-0.193487,33642,2021-01-04 14:00:00,1
1488,"Hereford Road, Bayswater",29,51.513735,-0.193487,33902,2021-01-04 15:00:00,2
1489,"Hereford Road, Bayswater",29,51.513735,-0.193487,34339,2021-01-04 16:00:00,2
1490,"Hereford Road, Bayswater",29,51.513735,-0.193487,34832,2021-01-04 17:00:00,2
1491,"Hereford Road, Bayswater",29,51.513735,-0.193487,35735,2021-01-04 19:00:00,2
1492,"Hereford Road, Bayswater",29,51.513735,-0.193487,36716,2021-01-04 23:00:00,1
1493,"Hereford Road, Bayswater",29,51.513735,-0.193487,38672,2021-01-05 11:00:00,1
1494,"Hereford Road, Bayswater",29,51.513735,-0.193487,39017,2021-01-05 12:00:00,1
1495,"Hereford Road, Bayswater",29,51.513735,-0.193487,39670,2021-01-05 14:00:00,2
1496,"Hereford Road, Bayswater",29,51.513735,-0.193487,40492,2021-01-05 16:00:00,1
1497,"Hereford Road, Bayswater",29,51.513735,-0.193487,41364,2021-01-05 18:00:00,1
1498,"Hereford Road, Bayswater",29,51.513735,-0.193487,41652,2021-01-05 19:00:00,2
1499,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,565,2020-12-30 08:00:00,1
1500,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,737,2020-12-30 09:00:00,3
1501,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,1689,2020-12-30 11:00:00,1
1502,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,2815,2020-12-30 13:00:00,1
1503,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,3424,2020-12-30 14:00:00,1
1504,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,4010,2020-12-30 15:00:00,1
1505,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,4601,2020-12-30 16:00:00,1
1506,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,4853,2020-12-30 17:00:00,3
1507,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,5498,2020-12-30 18:00:00,1
1508,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,5895,2020-12-30 19:00:00,1
1509,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,6468,2020-12-30 21:00:00,1
1510,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,7000,2020-12-31 01:00:00,1
1511,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,7193,2020-12-31 06:00:00,1
1512,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,7769,2020-12-31 09:00:00,1
1513,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,8129,2020-12-31 10:00:00,1
1514,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,9038,2020-12-31 12:00:00,1
1515,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,9438,2020-12-31 13:00:00,2
1516,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,10920,2020-12-31 16:00:00,4
1517,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,11648,2020-12-31 17:00:00,1
1518,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,12060,2020-12-31 18:00:00,1
1519,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,12410,2020-12-31 19:00:00,1
1520,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,16286,2021-01-01 14:00:00,1
1521,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,16727,2021-01-01 15:00:00,1
1522,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,17535,2021-01-01 17:00:00,1
1523,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,18486,2021-01-01 21:00:00,1
1524,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,18871,2021-01-02 01:00:00,1
1525,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,19049,2021-01-02 07:00:00,1
1526,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,19552,2021-01-02 10:00:00,1
1527,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,20333,2021-01-02 12:00:00,2
1528,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,21063,2021-01-02 13:00:00,1
1529,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,21707,2021-01-02 14:00:00,1
1530,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,22067,2021-01-02 15:00:00,4
1531,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,22840,2021-01-02 16:00:00,2
1532,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,23443,2021-01-02 17:00:00,1
1533,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,24696,2021-01-02 21:00:00,1
1534,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,25425,2021-01-03 07:00:00,1
1535,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,25910,2021-01-03 10:00:00,1
1536,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,27444,2021-01-03 13:00:00,1
1537,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,28608,2021-01-03 15:00:00,1
1538,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,29020,2021-01-03 16:00:00,1
1539,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,29239,2021-01-03 17:00:00,3
1540,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,29685,2021-01-03 18:00:00,1
1541,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,29923,2021-01-03 19:00:00,2
1542,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,30397,2021-01-03 21:00:00,1
1543,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,31140,2021-01-04 07:00:00,3
1544,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,31917,2021-01-04 09:00:00,2
1545,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,32941,2021-01-04 12:00:00,1
1546,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,34833,2021-01-04 17:00:00,2
1547,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,35445,2021-01-04 18:00:00,1
1548,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,35736,2021-01-04 19:00:00,2
1549,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,36134,2021-01-04 20:00:00,1
1550,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,36368,2021-01-04 21:00:00,1
1551,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,37233,2021-01-05 07:00:00,2
1552,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,37667,2021-01-05 08:00:00,1
1553,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,38673,2021-01-05 11:00:00,1
1554,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,39782,2021-01-05 14:00:00,1
1555,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,40493,2021-01-05 16:00:00,1
1556,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,40792,2021-01-05 17:00:00,2
1557,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,42020,2021-01-05 20:00:00,1
1558,"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,42543,2021-01-05 23:00:00,1
1559,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,1554,2020-12-30 11:00:00,2
1560,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,2216,2020-12-30 12:00:00,1
1561,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,2479,2020-12-30 13:00:00,5
1562,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,3201,2020-12-30 14:00:00,3
1563,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,3857,2020-12-30 15:00:00,2
1564,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,4362,2020-12-30 16:00:00,3
1565,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,4854,2020-12-30 17:00:00,3
1566,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,5896,2020-12-30 19:00:00,1
1567,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,6134,2020-12-30 20:00:00,2
1568,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,7770,2020-12-31 09:00:00,1
1569,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,8807,2020-12-31 12:00:00,4
1570,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,9439,2020-12-31 13:00:00,2
1571,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,9889,2020-12-31 14:00:00,3
1572,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,10533,2020-12-31 15:00:00,2
1573,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,11462,2020-12-31 17:00:00,3
1574,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,11946,2020-12-31 18:00:00,2
1575,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,12324,2020-12-31 19:00:00,2
1576,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,12654,2020-12-31 20:00:00,2
1577,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,14312,2021-01-01 04:00:00,1
1578,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,15393,2021-01-01 12:00:00,1
1579,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,16156,2021-01-01 14:00:00,2
1580,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,16728,2021-01-01 15:00:00,1
1581,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,17536,2021-01-01 17:00:00,1
1582,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,18066,2021-01-01 19:00:00,1
1583,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,19457,2021-01-02 10:00:00,3
1584,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,21578,2021-01-02 14:00:00,2
1585,"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,22238,2021-01-02 15:00:00,2
