,End Date,EndStation Id,EndStation Name,Start Date,StartStation Id,StartStation Name,Slat,Slon,Elat,Elon
169,01/01/2021 02:18,71,"Newgate Street , St. Paul's",21-01-01 00:22,130,"Tower Gardens , Tower",51.50950627,-0.075459482,51.5154186,-0.098850915
172,01/01/2021 00:40,469,"Lindfield Street, Poplar",21-01-01 00:22,237,"Dock Street, Wapping",51.50978602,-0.068161981,51.513757,-0.020467
167,01/01/2021 00:42,253,"Shoreditch Park, Hoxton",21-01-01 00:22,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,51.53404294,-0.086379717
166,01/01/2021 00:42,253,"Shoreditch Park, Hoxton",21-01-01 00:22,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,51.53404294,-0.086379717
165,01/01/2021 00:25,612,"Wandsworth Rd, Isley Court, Wandsworth Road",21-01-01 00:22,609,"Sugden Road, Clapham",51.46512358,-0.157788279,51.46925984,-0.141812513
164,01/01/2021 01:32,64,"William IV Street, Strand",21-01-01 00:22,298,"Curlew Street, Shad Thames",51.50227992,-0.074189225,51.50946212,-0.124749274
168,01/01/2021 00:42,253,"Shoreditch Park, Hoxton",21-01-01 00:22,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,51.53404294,-0.086379717
183,01/01/2021 00:55,85,"Tanner Street, Bermondsey",21-01-01 00:23,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50064702,-0.078600401
182,01/01/2021 01:03,50,"East Road, Hoxton",21-01-01 00:23,276,"Lower Thames Street, Monument",51.50930161,-0.084985356,51.52867339,-0.087459376
181,01/01/2021 00:40,469,"Lindfield Street, Poplar",21-01-01 00:23,237,"Dock Street, Wapping",51.50978602,-0.068161981,51.513757,-0.020467
180,01/01/2021 00:40,469,"Lindfield Street, Poplar",21-01-01 00:23,237,"Dock Street, Wapping",51.50978602,-0.068161981,51.513757,-0.020467
179,01/01/2021 02:18,71,"Newgate Street , St. Paul's",21-01-01 00:23,130,"Tower Gardens , Tower",51.50950627,-0.075459482,51.5154186,-0.098850915
178,01/01/2021 02:29,125,"Borough High Street, The Borough",21-01-01 00:23,130,"Tower Gardens , Tower",51.50950627,-0.075459482,51.50069491,-0.094524319
176,01/01/2021 00:47,815,"Lambeth Palace Road, Waterloo",21-01-01 00:23,541,"Green Park Station, Mayfair",51.506613,-0.142844,51.5000892,-0.116628701
175,01/01/2021 00:31,641,"Archbishop's Park, Waterloo",21-01-01 00:23,641,"Archbishop's Park, Waterloo",51.49824168,-0.117495865,51.49824168,-0.117495865
174,01/01/2021 01:06,707,"Barons Court Station, West Kensington",21-01-01 00:23,821,"Battersea Power Station, Battersea Park",51.48350749,-0.147714557,51.49021762,-0.215087092
177,01/01/2021 00:47,815,"Lambeth Palace Road, Waterloo",21-01-01 00:23,541,"Green Park Station, Mayfair",51.506613,-0.142844,51.5000892,-0.116628701
190,01/01/2021 00:43,309,"Embankment (Savoy), Strand",21-01-01 00:24,309,"Embankment (Savoy), Strand",51.50963123,-0.119047563,51.50963123,-0.119047563
194,01/01/2021 02:57,226,"Charles II Street, West End",21-01-01 00:24,226,"Charles II Street, West End",51.50844614,-0.131961389,51.50844614,-0.131961389
192,01/01/2021 02:57,226,"Charles II Street, West End",21-01-01 00:24,226,"Charles II Street, West End",51.50844614,-0.131961389,51.50844614,-0.131961389
191,01/01/2021 02:57,226,"Charles II Street, West End",21-01-01 00:24,226,"Charles II Street, West End",51.50844614,-0.131961389,51.50844614,-0.131961389
189,01/01/2021 00:49,475,"Lightermans Road, Millwall",21-01-01 00:24,130,"Tower Gardens , Tower",51.50950627,-0.075459482,51.499041,-0.020157
193,01/01/2021 02:57,226,"Charles II Street, West End",21-01-01 00:24,226,"Charles II Street, West End",51.50844614,-0.131961389,51.50844614,-0.131961389
187,01/01/2021 01:00,515,"Russell Gardens, Olympia",21-01-01 00:24,515,"Russell Gardens, Olympia",51.500088,-0.211316,51.500088,-0.211316
186,01/01/2021 00:52,841,"Tower Wharf, Bermondsey",21-01-01 00:24,9,"New Globe Walk, Bankside",51.5073853,-0.096440751,51.500845,-0.074704305
185,01/01/2021 01:32,64,"William IV Street, Strand",21-01-01 00:24,298,"Curlew Street, Shad Thames",51.50227992,-0.074189225,51.50946212,-0.124749274
184,01/01/2021 01:32,64,"William IV Street, Strand",21-01-01 00:24,298,"Curlew Street, Shad Thames",51.50227992,-0.074189225,51.50946212,-0.124749274
188,01/01/2021 00:47,815,"Lambeth Palace Road, Waterloo",21-01-01 00:24,541,"Green Park Station, Mayfair",51.506613,-0.142844,51.5000892,-0.116628701
207,01/01/2021 00:51,245,"Grosvenor Road, Pimlico",21-01-01 00:25,231,"Queen's Gate (Central), South Kensington",51.49396755,-0.17873226,51.4853572,-0.142207481
206,01/01/2021 00:49,733,"Park Lane, Mayfair",21-01-01 00:25,257,"Westminster University, Marylebone",51.52248185,-0.154907218,51.50542628,-0.150817316
205,01/01/2021 01:26,410,"Edgware Road Station, Marylebone",21-01-01 00:25,354,"Northumberland Avenue, Strand",51.506767,-0.123702,51.519968,-0.169774
204,01/01/2021 00:54,85,"Tanner Street, Bermondsey",21-01-01 00:25,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50064702,-0.078600401
203,01/01/2021 00:54,85,"Tanner Street, Bermondsey",21-01-01 00:25,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50064702,-0.078600401
202,01/01/2021 00:55,85,"Tanner Street, Bermondsey",21-01-01 00:25,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50064702,-0.078600401
200,01/01/2021 00:45,300,"Serpentine Car Park, Hyde Park",21-01-01 00:25,392,"Imperial College, Knightsbridge",51.49942855,-0.179702476,51.505014,-0.17306032
199,01/01/2021 00:47,815,"Lambeth Palace Road, Waterloo",21-01-01 00:25,541,"Green Park Station, Mayfair",51.506613,-0.142844,51.5000892,-0.116628701
198,01/01/2021 00:55,669,"Teversham Lane, Stockwell",21-01-01 00:25,826,"Allington Street, Victoria",51.496863,-0.1429434,51.47614939,-0.1232585
197,01/01/2021 00:55,669,"Teversham Lane, Stockwell",21-01-01 00:25,826,"Allington Street, Victoria",51.496863,-0.1429434,51.47614939,-0.1232585
196,01/01/2021 00:55,669,"Teversham Lane, Stockwell",21-01-01 00:25,826,"Allington Street, Victoria",51.496863,-0.1429434,51.47614939,-0.1232585
195,01/01/2021 00:55,669,"Teversham Lane, Stockwell",21-01-01 00:25,826,"Allington Street, Victoria",51.496863,-0.1429434,51.47614939,-0.1232585
201,01/01/2021 00:31,4,"St. Chad's Street, King's Cross",21-01-01 00:25,797,"Ossulston Street, Somers Town",51.5293,-0.12827903,51.53005939,-0.120973687
215,01/01/2021 00:51,245,"Grosvenor Road, Pimlico",21-01-01 00:26,231,"Queen's Gate (Central), South Kensington",51.49396755,-0.17873226,51.4853572,-0.142207481
214,01/01/2021 01:26,410,"Edgware Road Station, Marylebone",21-01-01 00:26,354,"Northumberland Avenue, Strand",51.506767,-0.123702,51.519968,-0.169774
213,01/01/2021 01:26,410,"Edgware Road Station, Marylebone",21-01-01 00:26,354,"Northumberland Avenue, Strand",51.506767,-0.123702,51.519968,-0.169774
212,01/01/2021 00:30,54,"Golden Lane, Barbican",21-01-01 00:26,32,"Leonard Circus , Shoreditch",51.52469624,-0.084439283,51.52174785,-0.094475072
210,01/01/2021 00:44,33,"Central House, Aldgate",21-01-01 00:26,52,"Roscoe Street, St. Luke's",51.52295439,-0.094934859,51.515231,-0.07015
209,01/01/2021 00:48,572,"Greenland Road, Camden Town",21-01-01 00:26,239,"Warren Street Station, Euston",51.52443845,-0.138019439,51.539099,-0.141728
208,01/01/2021 00:53,674,"Carnegie Street, King's Cross",21-01-01 00:26,109,"Soho Square , Soho",51.51563144,-0.132328837,51.53546778,-0.11619105
211,01/01/2021 00:46,300,"Serpentine Car Park, Hyde Park",21-01-01 00:26,392,"Imperial College, Knightsbridge",51.49942855,-0.179702476,51.505014,-0.17306032
226,01/01/2021 00:46,173,"Waterloo Road, South Bank",21-01-01 00:27,264,"Tysoe Street, Clerkenwell",51.52644342,-0.109256828,51.50486,-0.113001
225,01/01/2021 00:34,450,"Jubilee Street, Stepney",21-01-01 00:27,550,"Harford Street, Mile End",51.521564,-0.039264,51.515975,-0.053177
224,01/01/2021 00:46,153,"Bayswater Road, Hyde Park",21-01-01 00:27,329,"Prince Albert Road, The Regent's Park",51.53589283,-0.160854428,51.511933,-0.174411
223,01/01/2021 00:54,85,"Tanner Street, Bermondsey",21-01-01 00:27,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50064702,-0.078600401
221,01/01/2021 00:30,446,"York Hall, Bethnal Green",21-01-01 00:27,501,"Cephas Street, Bethnal Green",51.522561,-0.054883,51.528936,-0.055894
222,01/01/2021 00:31,445,"Cheshire Street, Bethnal Green",21-01-01 00:27,501,"Cephas Street, Bethnal Green",51.522561,-0.054883,51.52388,-0.065076
219,01/01/2021 01:58,452,"St. Katharine's Way, Tower",21-01-01 00:27,452,"St. Katharine's Way, Tower",51.505697,-0.070542,51.505697,-0.070542
218,01/01/2021 01:58,452,"St. Katharine's Way, Tower",21-01-01 00:27,452,"St. Katharine's Way, Tower",51.505697,-0.070542,51.505697,-0.070542
217,01/01/2021 00:52,674,"Carnegie Street, King's Cross",21-01-01 00:27,109,"Soho Square , Soho",51.51563144,-0.132328837,51.53546778,-0.11619105
216,01/01/2021 01:04,50,"East Road, Hoxton",21-01-01 00:27,587,"Monument Street, Monument",51.50964,-0.08497,51.52867339,-0.087459376
220,01/01/2021 00:38,239,"Warren Street Station, Euston",21-01-01 00:27,535,"Gloucester Avenue, Camden Town",51.537349,-0.147154,51.52443845,-0.138019439
233,01/01/2021 00:54,85,"Tanner Street, Bermondsey",21-01-01 00:28,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50064702,-0.078600401
236,01/01/2021 00:57,338,"Wellington Street , Strand",21-01-01 00:28,604,"St Martins Close, Camden Town",51.538792,-0.138535,51.51175646,-0.119643424
235,01/01/2021 02:57,226,"Charles II Street, West End",21-01-01 00:28,226,"Charles II Street, West End",51.50844614,-0.131961389,51.50844614,-0.131961389
234,01/01/2021 00:46,153,"Bayswater Road, Hyde Park",21-01-01 00:28,329,"Prince Albert Road, The Regent's Park",51.53589283,-0.160854428,51.511933,-0.174411
232,01/01/2021 00:54,85,"Tanner Street, Bermondsey",21-01-01 00:28,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50064702,-0.078600401
237,01/01/2021 00:57,338,"Wellington Street , Strand",21-01-01 00:28,604,"St Martins Close, Camden Town",51.538792,-0.138535,51.51175646,-0.119643424
230,01/01/2021 00:29,478,"Stepney Green Station, Stepney",21-01-01 00:28,478,"Stepney Green Station, Stepney",51.521889,-0.04667,51.521889,-0.04667
229,01/01/2021 01:06,392,"Imperial College, Knightsbridge",21-01-01 00:28,75,"Torrens Street, Angel",51.53219984,-0.105480698,51.49942855,-0.179702476
228,01/01/2021 00:37,587,"Monument Street, Monument",21-01-01 00:28,842,"Temple Gardens, Temple",51.510981,-0.10832249,51.50964,-0.08497
227,01/01/2021 00:37,587,"Monument Street, Monument",21-01-01 00:28,842,"Temple Gardens, Temple",51.510981,-0.10832249,51.50964,-0.08497
231,01/01/2021 00:38,239,"Warren Street Station, Euston",21-01-01 00:28,535,"Gloucester Avenue, Camden Town",51.537349,-0.147154,51.52443845,-0.138019439
238,01/01/2021 03:27,228,"St. James's Square, St. James's",21-01-01 00:29,195,"Milroy Walk, South Bank",51.50724437,-0.106237501,51.50742485,-0.134621209
239,01/01/2021 00:51,343,"London Zoo Car Park, The Regent's Park",21-01-01 00:29,98,"Hampstead Road, Euston",51.52554222,-0.138231303,51.53692216,-0.150181444
240,01/01/2021 00:50,343,"London Zoo Car Park, The Regent's Park",21-01-01 00:29,98,"Hampstead Road, Euston",51.52554222,-0.138231303,51.53692216,-0.150181444
241,01/01/2021 00:36,273,"Belvedere Road 1, South Bank",21-01-01 00:29,839,"Sea Containers, South Bank",51.508033,-0.10682363,51.50613324,-0.114686385
242,01/01/2021 00:36,273,"Belvedere Road 1, South Bank",21-01-01 00:29,839,"Sea Containers, South Bank",51.508033,-0.10682363,51.50613324,-0.114686385
243,01/01/2021 00:54,85,"Tanner Street, Bermondsey",21-01-01 00:29,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50064702,-0.078600401
244,01/01/2021 00:48,33,"Central House, Aldgate",21-01-01 00:29,256,"Houghton Street, Strand",51.51362054,-0.116764211,51.515231,-0.07015
252,01/01/2021 01:07,309,"Embankment (Savoy), Strand",21-01-01 00:30,819,"Belvedere Road 2, South Bank",51.50621,-0.114842,51.50963123,-0.119047563
251,01/01/2021 00:38,22,"Northington Street , Holborn",21-01-01 00:30,431,"Crinan Street, King's Cross",51.534474,-0.122203,51.5222641,-0.114079481
250,01/01/2021 00:42,602,"Union Grove, Wandsworth Road",21-01-01 00:30,100,"Albert Embankment, Vauxhall",51.49043573,-0.122806861,51.472993,-0.133972
249,01/01/2021 00:42,602,"Union Grove, Wandsworth Road",21-01-01 00:30,100,"Albert Embankment, Vauxhall",51.49043573,-0.122806861,51.472993,-0.133972
253,01/01/2021 01:07,309,"Embankment (Savoy), Strand",21-01-01 00:30,819,"Belvedere Road 2, South Bank",51.50621,-0.114842,51.50963123,-0.119047563
247,01/01/2021 00:37,273,"Belvedere Road 1, South Bank",21-01-01 00:30,839,"Sea Containers, South Bank",51.508033,-0.10682363,51.50613324,-0.114686385
246,01/01/2021 00:39,484,"Bromley High Street, Bow",21-01-01 00:30,478,"Stepney Green Station, Stepney",51.521889,-0.04667,51.528828,-0.013258
245,01/01/2021 01:00,210,"Hinde Street, Marylebone",21-01-01 00:30,219,"Bramham Gardens, Earl's Court",51.49016361,-0.19039362,51.51681444,-0.151926305
248,01/01/2021 01:44,184,"Portland Place, Marylebone",21-01-01 00:30,43,"Crawford Street, Marylebone",51.52026,-0.157183945,51.52071513,-0.14521173
254,01/01/2021 00:45,321,"Bermondsey Street, Bermondsey",21-01-01 00:31,127,"Wood Street, Guildhall",51.51700801,-0.09388536,51.49785559,-0.081608045
255,01/01/2021 03:26,228,"St. James's Square, St. James's",21-01-01 00:31,195,"Milroy Walk, South Bank",51.50724437,-0.106237501,51.50742485,-0.134621209
256,01/01/2021 00:38,724,"Alma Road, Wandsworth",21-01-01 00:31,688,"Northfields, Wandsworth",51.46095151,-0.20066766,51.45799126,-0.184806157
257,01/01/2021 00:46,288,"Elizabeth Bridge, Victoria",21-01-01 00:31,338,"Wellington Street , Strand",51.51175646,-0.119643424,51.49236962,-0.147478734
258,01/01/2021 00:54,725,"Walworth Square, Walworth",21-01-01 00:31,39,"Shoreditch High Street, Shoreditch",51.5263778,-0.078130921,51.491327,-0.096518684
259,01/01/2021 00:45,766,"Ram Street, Wandsworth",21-01-01 00:31,640,"Silverthorne Road, Battersea",51.47286577,-0.148059277,51.45752945,-0.192165613
270,01/01/2021 00:56,134,"Wapping High Street, Wapping",21-01-01 00:32,281,"Smith Square, Westminster",51.49580589,-0.127575233,51.504904,-0.06797
269,01/01/2021 00:59,499,"Furze Green, Bow",21-01-01 00:32,499,"Furze Green, Bow",51.519265,-0.021345,51.519265,-0.021345
268,01/01/2021 01:00,499,"Furze Green, Bow",21-01-01 00:32,499,"Furze Green, Bow",51.519265,-0.021345,51.519265,-0.021345
267,01/01/2021 00:52,351,"Macclesfield Rd, St Lukes",21-01-01 00:32,466,"Whiston Road, Haggerston",51.534464,-0.076341,51.529423,-0.097122
266,01/01/2021 00:52,351,"Macclesfield Rd, St Lukes",21-01-01 00:32,466,"Whiston Road, Haggerston",51.534464,-0.076341,51.529423,-0.097122
261,01/01/2021 01:08,255,"Clifton Road, Maida Vale",21-01-01 00:32,173,"Waterloo Road, South Bank",51.50486,-0.113001,51.52557531,-0.179592915
264,01/01/2021 00:51,351,"Macclesfield Rd, St Lukes",21-01-01 00:32,403,"George Place Mews, Marylebone",51.51689296,-0.158249929,51.529423,-0.097122
263,01/01/2021 01:24,102,"Jewry Street, Aldgate",21-01-01 00:32,263,"St. Mary Axe, Aldgate",51.51422502,-0.080660083,51.51340693,-0.076793375
262,01/01/2021 00:41,288,"Elizabeth Bridge, Victoria",21-01-01 00:32,216,"Old Brompton Road, South Kensington",51.49094565,-0.181190899,51.49236962,-0.147478734
260,01/01/2021 01:13,185,"Alderney Street, Pimlico",21-01-01 00:32,185,"Alderney Street, Pimlico",51.48805753,-0.140741432,51.48805753,-0.140741432
265,01/01/2021 00:45,763,"Mile End Park Leisure Centre, Mile End",21-01-01 00:32,483,"Albert Gardens, Stepney",51.51328,-0.047784,51.52059714,-0.032566533
275,01/01/2021 00:46,763,"Mile End Park Leisure Centre, Mile End",21-01-01 00:33,483,"Albert Gardens, Stepney",51.51328,-0.047784,51.52059714,-0.032566533
277,01/01/2021 00:56,134,"Wapping High Street, Wapping",21-01-01 00:33,281,"Smith Square, Westminster",51.49580589,-0.127575233,51.504904,-0.06797
274,01/01/2021 00:45,470,"Mostyn Grove, Bow",21-01-01 00:33,783,"Monier Road, Hackney Wick",51.5403115,-0.021630359,51.530535,-0.025492
276,01/01/2021 00:58,334,"Concert Hall Approach 1, South Bank",21-01-01 00:33,659,"Blackfriars Station, St. Paul's",51.511934,-0.10307894,51.505044,-0.115851
272,01/01/2021 00:40,486,"Granby Street, Shoreditch",21-01-01 00:33,500,"Ansell House, Stepney",51.520019,-0.05438,51.525645,-0.069543
271,01/01/2021 00:40,486,"Granby Street, Shoreditch",21-01-01 00:33,500,"Ansell House, Stepney",51.520019,-0.05438,51.525645,-0.069543
273,01/01/2021 00:45,470,"Mostyn Grove, Bow",21-01-01 00:33,783,"Monier Road, Hackney Wick",51.5403115,-0.021630359,51.530535,-0.025492
278,01/01/2021 00:46,651,"Thorndike Close, West Chelsea",21-01-01 00:34,185,"Alderney Street, Pimlico",51.48805753,-0.140741432,51.48089844,-0.183853573
279,01/01/2021 01:27,183,"Riverlight North, Nine Elms",21-01-01 00:34,183,"Riverlight North, Nine Elms",51.482362,-0.13612398,51.482362,-0.13612398
280,01/01/2021 01:26,183,"Riverlight North, Nine Elms",21-01-01 00:34,183,"Riverlight North, Nine Elms",51.482362,-0.13612398,51.482362,-0.13612398
281,01/01/2021 00:39,338,"Wellington Street , Strand",21-01-01 00:34,338,"Wellington Street , Strand",51.51175646,-0.119643424,51.51175646,-0.119643424
282,01/01/2021 01:01,225,"Notting Hill Gate Station, Notting Hill",21-01-01 00:34,815,"Lambeth Palace Road, Waterloo",51.5000892,-0.116628701,51.50935342,-0.196422
283,01/01/2021 00:41,126,"Museum of London, Barbican",21-01-01 00:34,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,51.51782144,-0.096496865
284,01/01/2021 00:43,678,"Esmond Street, Putney",21-01-01 00:34,681,"Bishop's Avenue, Fulham",51.47303687,-0.214749808,51.46231278,-0.211468596
295,01/01/2021 01:00,63,"Murray Grove , Hoxton",21-01-01 00:35,63,"Murray Grove , Hoxton",51.53089041,-0.089782579,51.53089041,-0.089782579
294,01/01/2021 01:19,230,"Poured Lines, Bankside",21-01-01 00:35,354,"Northumberland Avenue, Strand",51.506767,-0.123702,51.50669284,-0.103137426
293,01/01/2021 01:35,552,"Watney Street, Shadwell",21-01-01 00:35,586,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,51.511542,-0.056667
292,01/01/2021 01:35,552,"Watney Street, Shadwell",21-01-01 00:35,586,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,51.511542,-0.056667
291,01/01/2021 01:35,552,"Watney Street, Shadwell",21-01-01 00:35,586,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,51.511542,-0.056667
290,01/01/2021 01:26,392,"Imperial College, Knightsbridge",21-01-01 00:35,392,"Imperial College, Knightsbridge",51.49942855,-0.179702476,51.49942855,-0.179702476
289,01/01/2021 01:21,258,"Kensington Gore, Knightsbridge",21-01-01 00:35,392,"Imperial College, Knightsbridge",51.49942855,-0.179702476,51.50143293,-0.178656971
288,01/01/2021 00:41,126,"Museum of London, Barbican",21-01-01 00:35,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,51.51782144,-0.096496865
287,01/01/2021 00:53,647,"Richmond Way, Shepherd's Bush",21-01-01 00:35,105,"Westbourne Grove, Bayswater",51.51552971,-0.190240716,51.50035306,-0.217515071
286,01/01/2021 00:52,647,"Richmond Way, Shepherd's Bush",21-01-01 00:35,105,"Westbourne Grove, Bayswater",51.51552971,-0.190240716,51.50035306,-0.217515071
285,01/01/2021 01:05,541,"Green Park Station, Mayfair",21-01-01 00:35,116,"Little Argyll Street, West End",51.51449962,-0.141423695,51.506613,-0.142844
314,01/01/2021 00:38,819,"Belvedere Road 2, South Bank",21-01-01 00:36,273,"Belvedere Road 1, South Bank",51.50613324,-0.114686385,51.50621,-0.114842
315,01/01/2021 00:55,810,"Tate Modern, Bankside",21-01-01 00:36,273,"Belvedere Road 1, South Bank",51.50613324,-0.114686385,51.50672529,-0.098807246
313,01/01/2021 01:18,230,"Poured Lines, Bankside",21-01-01 00:36,354,"Northumberland Avenue, Strand",51.506767,-0.123702,51.50669284,-0.103137426
312,01/01/2021 01:18,230,"Poured Lines, Bankside",21-01-01 00:36,354,"Northumberland Avenue, Strand",51.506767,-0.123702,51.50669284,-0.103137426
311,01/01/2021 00:47,558,"Page Street, Westminster",21-01-01 00:36,160,"Waterloo Place, St. James's",51.50663341,-0.131773845,51.493978,-0.127554
310,01/01/2021 00:47,558,"Page Street, Westminster",21-01-01 00:36,160,"Waterloo Place, St. James's",51.50663341,-0.131773845,51.493978,-0.127554
309,01/01/2021 01:03,382,"Farm Street, Mayfair",21-01-01 00:36,138,"Green Street, Mayfair",51.51227622,-0.157436972,51.50935171,-0.14744969
308,01/01/2021 01:03,382,"Farm Street, Mayfair",21-01-01 00:36,138,"Green Street, Mayfair",51.51227622,-0.157436972,51.50935171,-0.14744969
307,01/01/2021 01:00,226,"Charles II Street, West End",21-01-01 00:36,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50844614,-0.131961389
306,01/01/2021 01:00,226,"Charles II Street, West End",21-01-01 00:36,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,51.50844614,-0.131961389
297,01/01/2021 00:56,831,"St John's Crescent, Brixton",21-01-01 00:36,196,"Union Street, The Borough",51.50368837,-0.098497684,51.466232,-0.11317995
304,01/01/2021 00:54,811,"Westferry Circus, Canary Wharf",21-01-01 00:36,811,"Westferry Circus, Canary Wharf",51.50570304,-0.027772743,51.50570304,-0.027772743
303,01/01/2021 00:54,811,"Westferry Circus, Canary Wharf",21-01-01 00:36,811,"Westferry Circus, Canary Wharf",51.50570304,-0.027772743,51.50570304,-0.027772743
302,01/01/2021 01:25,101,"Queen Street 1, Bank",21-01-01 00:36,130,"Tower Gardens , Tower",51.50950627,-0.075459482,51.51155322,-0.0929401
301,01/01/2021 12:35,126,"Museum of London, Barbican",21-01-01 00:36,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,51.51782144,-0.096496865
300,01/01/2021 00:41,126,"Museum of London, Barbican",21-01-01 00:36,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,51.51782144,-0.096496865
299,01/01/2021 00:47,762,"Storey's Gate, Westminster",21-01-01 00:36,146,"Vauxhall Bridge , Pimlico",51.48836528,-0.129361842,51.50070305,-0.129698963
298,01/01/2021 02:33,115,"Braham Street, Aldgate",21-01-01 00:36,173,"Waterloo Road, South Bank",51.50486,-0.113001,51.51423368,-0.073537654
296,01/01/2021 00:44,22,"Northington Street , Holborn",21-01-01 00:36,71,"Newgate Street , St. Paul's",51.5154186,-0.098850915,51.5222641,-0.114079481
305,01/01/2021 01:02,114,"Park Road (Baker Street), The Regent's Park",21-01-01 00:36,271,"London Zoo,  The Regent's Park",51.53583617,-0.156285395,51.52451738,-0.158963647
318,01/01/2021 01:02,600,"South Lambeth Road, Vauxhall",21-01-01 00:37,600,"South Lambeth Road, Vauxhall",51.481747,-0.124642,51.481747,-0.124642
316,01/01/2021 00:44,22,"Northington Street , Holborn",21-01-01 00:37,71,"Newgate Street , St. Paul's",51.5154186,-0.098850915,51.5222641,-0.114079481
317,01/01/2021 01:03,600,"South Lambeth Road, Vauxhall",21-01-01 00:37,600,"South Lambeth Road, Vauxhall",51.481747,-0.124642,51.481747,-0.124642
319,01/01/2021 00:40,338,"Wellington Street , Strand",21-01-01 00:37,338,"Wellington Street , Strand",51.51175646,-0.119643424,51.51175646,-0.119643424
